SCH_NAME,ADDRESSES,NCESSCH
Pineview Elementary,"639 Payne Avenue, Casper, WY 82609",560451000252
Poison Spider Elementary,"14200 Poison Spider Road, Casper, WY 82604",560451000253
Powder River Elementary,"35462 Notches Road, Powder River, WY 82648",560451000254
Roosevelt High School,"140 East K Street, Casper, WY 82601",560451000256
Southridge Elementary,"1600 West 29th Street, Casper, WY 82604",560451000257
University Park Elementary,"600 North Huber Drive, Casper, WY 82609",560451000258
Willard Elementary,"129 North Elk Street, Casper, WY 82601",560451000260
Woods Learning Center,"500 South Walsh Drive, Casper, WY 82609",560451000262
Frontier Middle School,"900 South Beverly, Casper, WY 82601",560451000374
Cottonwood Elementary,"1230 W 15th St, Casper, WY 82604",560451000377
Verda James Elementary,"701 Carriage Lane, Casper, WY 82609",560451000389
Oregon Trail Elementary,"6332 Buckboard Road, Casper, WY 82604",560451000420
Sagewood Elementary,"2451 Shattuck Avenue, Casper, WY 82601",560451000444
Bar Nunn Elementary,"2050 Siebke Drive, Casper, WY 82601",560451000445
Summit Elementary School,"2210 Waterford Street, Casper, WY 82609",560451000451
Red Creek Elementary,"15651 Highway 487, Casper, WY 82604",560451000469
Centennial Middle School,"1421 Waterford, Casper, WY 82609",560451000470
Newcastle Elementary K-2,"5040 US Hwy 16, Newcastle, WY 82701",560483000015
Newcastle High School,"111 Casper Avenue, Newcastle, WY 82701",560483000263
Newcastle Middle School,"15 Stampede, Newcastle, WY 82701",560483000264
Newcastle Elementary 3-5,"5040 US Hwy 16, Newcastle, WY 82701",560483000265
Pinedale High School,"101 East Hennick, Pinedale, WY 82941",560486000267
Pinedale Middle School,"227 East Hennick, Pinedale, WY 82941",560486000268
Bondurant Elementary,"1-4224 US Hwy 191 South, Bondurant, WY 82922",560486000269
Pinedale Elementary,"3040 Bloomfield Ave, Pinedale, WY 82941",560486000270
Skyline High School,"665 North Tyler, Pinedale, WY 82941",560486000559
Chugwater Elementary,"406 5th Street, Chugwater, WY 82210",560509000271
Glendo Elementary,"305 Paige Street, Glendo, WY 82213",560509000272
Wheatland High School,"1207 13th Street, Wheatland, WY 82201",560509000273
Wheatland Middle School,"2600 W. Mariposa Pkwy, Wheatland, WY 82201",560509000274
Libbey Elementary,"1350 Oak Street, Wheatland, WY 82201",560509000275
West Elementary,"201 20th Street, Wheatland, WY 82201",560509000277
Chugwater High School,"406 5th Street, Chugwater, WY 82210",560509000391
Glendo High School,"305 Paige Street, Glendo, WY 82213",560509000392
Chugwater Junior High School,"406 5th Street, Chugwater, WY 82210",560509000509
Glendo Junior High School,"305 Paige Street, Glendo, WY 82213",560509000533
Peak High School,"1207 13th Street, Wheatland, WY 82201",560509000573
Shoshone Learning Center,"140 N Ferris Street, Powell, WY 82435",560516000196
Powell High School,"1151 E 7th Street, Powell, WY 82435",560516000278
Powell Middle School,"369 E 3rd Street, Powell, WY 82435",560516000279
Clark Elementary,"363 Road 1AB, Powell, WY 82435",560516000280
Parkside Elementary,"125 S Douglas St, Powell, WY 82435",560516000281
Southside Elementary,"278 E Monroe Street, Powell, WY 82435",560516000282
Westside Elementary,"555 Grand Street, Powell, WY 82435",560516000283
Rendezvous Elementary,"413 North 4th West, Riverton, WY 82501",560522000220
Riverton High School,"2001 West Sunset, Riverton, WY 82501",560522000286
Riverton Middle School,"840 Major Avenue, Riverton, WY 82501",560522000287
Frontier Academy,"124 North 5th Street, Riverton, WY 82501",560522000562
Willow Creek Elementary,"1200 West Monroe Avenue, Riverton, WY 82501",560522000570
Ashgrove Elementary,"510 North First Street, Riverton, WY 82501",560522000571
Aspen Early Learning Center,"1620 East Sunset Avenue, Riverton, WY 82501",560522000572
Jackson Elementary,"720 West Jackson Avenue, Riverton, WY 82501",560522000575
Farson-Eden High School,"30 Highway 28, Farson, WY 82932",560530200293
Rock Springs High School,"1375 James Drive, Rock Springs, WY 82901",560530200294
Rock Springs Junior High,"3500 Foothill Blvd, Rock Springs, WY 82901",560530200295
Pilot Butte Elementary,"1003 Summit Dr., Rock Springs, WY 82901",560530200296
Desert Elementary,"235 Bugis Street, Wamsutter, WY 82336",560530200297
Desert View Elementary,"1900 Desert Boulevard, Rock Springs, WY 82901",560530200298
Overland Elementary,"3400 Foothill Boulevard, Rock Springs, WY 82901",560530200301
Walnut Elementary,"1115 Walnut, Rock Springs, WY 82901",560530200305
Black Butte High School,"2410 College Drive, Rock Springs, WY 82901",560530200359
Eastside Elementary,"305 G Street, Rock Springs, WY 82901",560530200419
Northpark Elementary,"500 Northpark Drive, Rock Springs, WY 82901",560530200421
Westridge Elementary,"3501 Dewar Drive, Rock Springs, WY 82901",560530200422
Sage Elementary,"903 Summit Dr., Rock Springs, WY 82901",560530200427
Farson-Eden Elementary,"30-Highway 28, Farson, WY 82932",560530200489
Desert Middle School,"235 Bugis Street, Wamsutter, WY 82336",560530200523
Farson-Eden Middle School,"30 Highway 28, Farson, WY 82932",560530200524
Stagecoach Elementary,"3000 Stagecoach Boulevard, Rock Springs, WY 82091",560530200565
Arvada Elementary,"211 Main Street, Arvada, WY 82831",560568000309
Clearmont K-12 School,"1600 Meade Avenue, Clearmont, WY 82835",560568000569
Big Horn High School,"333 US Hwy 335, Big Horn, WY 82833",560569000311
Tongue River High School,"1150 US Hwy 14, Dayton, WY 82836",560569000312
Tongue River Elementary,"1351 Dayton St., Ranchester, WY 82839",560569000314
Big Horn Elementary,"333 US Hwy 335, Big Horn, WY 82833",560569000395
Big Horn Middle School,"333 US Highway 335, Big Horn, WY 82833",560569000446
Tongue River Middle School,"1251 Dayton St., Ranchester, WY 82839",560569000447
Slack Elementary,"562 County Rd. 144, Ranchester, WY 82839",560569000472
The Bridge School,"1150 Main Street, Dayton, WY 82836",560569000554
The Wright Place,"500 Lewis St, Sheridan, WY 82801",560569500140
John C. Schiffer Collaborative School,"3059 Coffeen AveScience Center, Sheridan, WY 82801",560569500189
Henry A. Coffeen Elementary,"1053 South Sheridan Ave, Sheridan, WY 82801",560569500316
Highland Park Elementary,"2 Mydland Road, Sheridan, WY 82801",560569500317
Story Elementary,"103 Fish Hatchery Road, Story, WY 82842",560569500320
Woodland Park Elementary,"1010 East Woodland Park Road, Sheridan, WY 82801",560569500322
Sheridan High School,"1056 Long Drive, Sheridan, WY 82801",560569500360
Sheridan Junior High School,"500 Lewis Street, Sheridan, WY 82801",560569500361
Meadowlark Elementary,"1410 DeSmet Ave, Sheridan, WY 82801",560569500397
Sagebrush Elementary,"1685 Hillpond Drive, Sheridan, WY 82801",560569500474
Shoshoni High School,"404 Wrangler Way, Shoshoni, WY 82649",560570000323
Shoshoni Elementary,"404 Wrangler Way, Shoshoni, WY 82649",560570000362
Shoshoni Junior High School,"404 Wrangler Way, Shoshoni, WY 82649",560570000510
Expedition Academy,"410 Upland Way, Green River, WY 82935",560576200164
Monroe Intermediate School,"250 Monroe Avenue, Green River, WY 82935",560576200285
Green River High School,"1615 Hitching Post Drive, Green River, WY 82935",560576200324
Granger Elementary,"200 1st Street, Granger, WY 82934",560576200326
McKinnon Elementary,"US Highway 414, McKinnon, WY 82938",560576200329
Washington Elementary,"750 West 5th North, Green River, WY 82935",560576200332
Lincoln Middle School,"350 Monroe Avenue, Green River, WY 82935",560576200399
Jackson Elementary,"2200 East Teton Boulevard, Green River, WY 82935",560576200424
Truman Elementary,"1055 West Teton Boulevard, Green River, WY 82935",560576200425
Harrison Elementary,"1825 Alabama Drive, Green River, WY 82935",560576200439
Thoman Ranch Elementary,"38622 State Highway 372, Kemmerer, WY 83101",560576200528
Ten Sleep K-12,"242 Cedar St, Ten Sleep, WY 82442",560582000393
Colter Elementary,"1855 High School Road, Jackson, WY 83001",560583000289
Jackson Elementary,"155 North Jean Street, Jackson, WY 83001",560583000313
Jackson Hole High School,"1910 West High School Road, Jackson, WY 83001",560583000335
Jackson Hole Middle School,"1230 South Park Loop Road, Jackson, WY 83001",560583000336
Alta Elementary,"15 School Road, Alta, WY 83414",560583000337
Kelly Elementary,"4th and Main Street, Kelly, WY 83011",560583000339
Moran Elementary,"Main Street, Jackson, WY 83001",560583000340
Wilson Elementary,"5200 HHR Ranch Road, Wilson, WY 83001",560583000341
Summit High School,"100 Middle School Road, Jackson, WY 83001",560583000512
Upton Middle School,"802 Juniper, Upton, WY 82730",560609000342
Upton Elementary,"802 Juniper, Upton, WY 80730",560609000363
Upton High School,"610 Poplar, Upton, WY 82730",560609000401
Worland High School,"801 South 17th Street, Worland, WY 82401",560624000343
Worland Middle School,"2150 Howell Avenue, Worland, WY 82401",560624000344
West Side Elementary,"810 South 6th Street, Worland, WY 82401",560624000577
South Side Elementary,"1229 Howell Avenue, Worland, WY 82401",560624000578
East Side Elementary,"203 North 15th Street, Worland, WY 82401",560624000579
Powder River Basin Children's Center,"410 N Miller Ave, Gillette, WY 82716",568018000031
C-Bar-V Ranch,"3850 North Wilderness Drive, Wilson, WY 83014",568025000048
Wyoming Girls School,"3500 Big Horn AvenuePO Box 868, Sheridan, WY 82801",568025100534
Wyoming Boys School,"1550 Highway 20 South, Worland, WY 82401",568025100538
Youth Emergency Services Inc.,"905 N. Gurley Ave., Gillette, WY 82716",568025200350
Wyoming Behavioral Institute,"2521 East 15th Street, Casper, WY 82604",568025300548
Saint Stephen's Indian School,"128 Mission Road, St. Stephens, WY 82524",568025400549
Meadowlark Academy,"3304 E I-80 Service Rd, Cheyenne, WY 82009",568025500576
Northwest Wyoming Treatment Center,"1106 Julie Lane, Powell, WY 82435",568025600581
Turtle Mountain Middle School,"P.O. Box 440, Belcourt, ND 58316",590002500172
Naa Tsis'aan,"P.O. Box 10010, Tonalea, AZ 86044",590002600183
Flandreau Indian Boarding School,"1132 N Crescent Street, Flandreau, SD 57028",590002700084
San Ildefonso Day School,"36 Tunyo Po, Santa Fe, NM 87506",590002800094
Hopi Day School,"P.O. Box 42, Kykotsmovi, AZ 86039",590002900073
Santa Rosa Day School,"HC 01 Box 8400, Sells, AZ 85634",590003000106
Choctaw Central High School,"150 Recreation Rd, Choctaw, MS 39350",590003100047
Cottonwood Day School,"Navajo Route 4, Chinle, AZ 86503",590003200010
Dzilth-Na-O-Dith-Hle Community School,"35 RD 7585 Box 5003, Bloomfield, NM 87413",590003300029
Sequoyah High School,"P.O. Box 520, Tahlequah, OK 74465",590003400104
Red Rock Day School,"PO Drawer 2007, Red Valley, AZ 86544",590003500146
Chief Leschi School,"5625 52nd Street East, Puyallup, WA 98371",590003600121
Tuba City Boarding School,"306 Main St., Tuba City, AZ 86045",590003700188
Circle of Life Academy,"P.O. Box 447, White Earth, MN 56591",590003800082
Te Tsu Geh Oweenge Day School,"Route 42 Box 2, Santa Fe, NM 87506",590003900098
Moencopi Day School,"P.O. Box 185, Tuba City, AZ 86045",590004000077
Northern Cheyenne Tribal School,"P.O. Box 150, Busby, MT 59016",590004100002
Indian Township School,"13 School Drive, Princeton, ME 4668",590004200052
Nazlini Community School,"HC 58 Box 35, Ganado, AZ 86505",590004300014
Na' Neelzhiin Ji'Olta,"HCR 79 Box 9, Cuba, NM 87013",590004400033
Loneman Day School,"P.O. Box 50, Oglala, SD 57764",590004500116
Alamo Navajo Community School,"P.O. Box 5907, Alamo, NM 87825",590004600023
Muckleshoot Tribal School,"39015 172nd Ave SE, Auburn, WA 98092",590004700125
Ch'ooshgai Community School,"P.O. Box 321, Tohatchi, NM 87325",590004800061
Hunters Point Boarding School,"PO Drawer 99, St. Michaels, AZ 86511",590004900066
Laguna Middle School,"P.O. Box 268, Laguna, NM 87026",590005000155
Cheyenne-Eagle Butte School,"P.O. BOX 672, Eagle Butte, SD 57625",590005100004
Chilchinbeto Community School,"P.O. Box 740, Kayenta, AZ 86033",590005200175
Standing Pine Elementary School,"538 Hwy 487 East, Carthage, MS 39051",590005300056
JKL Bahweting Anishnabe School,"1301 Marquette Avenue, Sault Sainte Marie, MI 49783",590005400080
Marty Indian School,"100 South Main, Marty, SD 57361",590005500132
Tse'ii'ahi' Community School,"P.O. Box 828, Crownpoint, NM 87313",590005600038
Yakama Nation Tribal School,"P.O. Box 151, Toppenish, WA 98948",590005700130
Tate Topa Tribal School,"7268 Highway 57, Fort Totten, ND 58335",590005800164
Wingate Elementary School,"12 Painted Horse Trail, Ft. Wingate, NM 87316",590005900039
T`siya Day School,"1000 Borrego Canyon Rd, Zia Pueblo, NM 87053",590006000160
Pyramid Lake High School,"711 State Street, Nixon, NV 89424",590006100137
Wide Ruins Community School,"Box 309, Chambers, AZ 86502",590006200070
Kayenta Community School,"P.O. Box 188, Kayenta, AZ 86033",590006300180
Nay-Ah-Shing School,"43651 Oodena Drive, Onamia, MN 56359",590006400089
Cove Day School,"P.O. Box 2000, Red Valley, AZ 86544",590006500143
Cherokee Central Elementary School,"P.O. Box 134, Cherokee, NC 28719",590006600044
Standing Rock Community School,"9189 Hwy 24, Fort Yates, ND 58538",590006700163
Ojibwa Indian School,"P.O. Box 600, Belcourt, ND 58316",590006800168
Kha'p'o Community School,"625 Kee Street, Espanola, NM 87532",590006900095
American Horse Elem.,"P.O. Box 660, Allen, SD 57714",590007000113
Coeur d' Alene Tribal School,"P.O. Box 338, Desmet, ID 83824",590007100122
Hopi Jr/Sr High School,"P.O. Box 337, Keams Canyon, AZ 86034",590007200074
Crow Creek Reservation High School,"101 Crow Creek Loop, Stephan, SD 57346",590007300019
Hanaa'dli Community School,"P.O. Box 639, Bloomfield, NM 87413",590007400030
Sanostee Day School,"P.O. Box 159, Sanostee, NM 87461",590007500147
John F Kennedy Day School,"P.O. Box 130, Whiteriver, AZ 85941",590007600059
Twin Buttes Day School,"7997 7A St NW, Hallilday, ND 58636",590007700173
Choctaw Central Middle School,"150 Recreation Rd, Choctaw, MS 39350",590007800048
Jeehdeez'a Elementary School,"P.O. Box 1073, Pinon, AZ 86510",590007900011
Pine Ridge School,"101 Thorpe Circle, Pine Ridge, SD 57770",590008000117
Isleta Elementary School,"1000 Moonlight Drive, Albuquerque, NM 87105",590008100152
Second Mesa Day School,"P.O. Box 98, Second Mesa, AZ 86043",590008200079
Paschal Sherman Indian School,"169 N End Omak Lk Rd, Omak, WA 98841",590008300126
Ojo Encino Day School,"HCR 79 Box 7, Cuba, NM 87013",590008400034
Lower Brule Day School,"227 BIA #10, Lower Brule, SD 57548",590008500021
Santa Rosa Ranch School,"HC O2 Box 7570, Sells, AZ 85634",590008600107
Baca/Dlo'ay Azhi Community School,"P.O. Box 509, Prewitt, NM 87045",590008700024
Pinon Community School,"P.O. Box 159, Pinon, AZ 86510",590008800015
Rocky Ridge Boarding School,"P.O. BOX 299, KYKOTSMOVI, AZ 86039",590008900185
Miccosukee Indian School,"P.O. Box 440021 Tamiami Station, Miami, FL 33144",590009000053
St. Francis Indian School,"P.O. Box 379, St. Francis, SD 57572",590009100134
Ahfachkee Day School,"30290 Josie Billie Hwy PMB 1005, Clewiston, FL 33440",590009200041
Mescalero Apache School,"249 White Mountain Drive, Mescalero, NM 88340",590009300156
Aneth Community School,"P.O. Box 600, Montezuma Creek, UT 84534",590009400139
Circle of Nations,"832 North 8th Street, Wahpeton, ND 58075",590009500083
Theodore Jamerson Elementary,"3315 Unviersity Dr, Bismarck, ND 58504",590009600165
Shoshone-Bannock School District No 512,"P.O. Box 790, Fort Hall, ID 83203",590009700128
Crystal Boarding School,"P.O. Box 1288, Navajo, NM 87328",590009800062
Dennehotso Boarding School,"P.O. Box 2570, Dennehotso, AZ 86535",590009900176
Tucker Elementary School,"126 E Tucker Circle, Philadelphia, MS 39350",590010000057
Cherokee Central High School,"P.O. Box 134, Cherokee, NC 28719",590010100045
Black Mesa Community School,"P.O. Box 97, Pinon, AZ 86510",590010200008
Kickapoo Nation School,"P.O. Box 106, Powhattan, KS 66527",590010300102
Lac Courte Oreilles Ojibwa School,"8575 N Trepania Rd, Hayward, WI 54843",590010400087
Sherman Indian High School,"9010 Magnolia Ave, Riverside, CA 92503",590010500138
Turtle Mountain Elementary School,"P.O. Box 440, Belcourt, ND 58316",590010600170
Pierre Indian Learning Center,"3001 East Sully Avenue, Pierre, SD 57501",590010700005
Pine Hill Schools,"P.O. Box 280, Pine Hill, NM 87357",590010800157
Kin Dah Lichi'i Olta,"P.O. Box 800, Ganado, AZ 86505",590010900067
Leupp School Inc.,"HC 61 Box D, Winslow, AZ 86047",590011000181
Conehatta Elementary School,"851 Tushka Drive, Conehatta, MS 39057",590011100050
Lukachukai Community School,"Navajo Route 13, Lukachukai, AZ 86507",590011200012
Crazy Horse School,"P.O. Box 260, Wanblee, SD 57577",590011300114
Oneida Nation School,"N7125 Seminary Road, Oneida, WI 54155",590011400090
Lummi High School,"2334 Lummi View Drive, Bellingham, WA 98226",590011500123
Navajo Preparatory School,"1220 West Apache Street, Farmington, NM 87401",590011600144
White Shield School,"2 2nd Ave. West, Roseglen, ND 58775",590011700174
Crow Creek Sioux Tribal Elem School,"101 Crow Creek Loop, Stephan, SD 57346",590011800018
Wingate High School,"P.O. Box 2, Fort Wingate, NM 87316",590011900040
Salt River Elementary School,"10005 E. Osborn Rd, Scottsdale, AZ 85256",590012000112
First Mesa Elementary School,"P.O. Box 750, Polacca, AZ 86042",590012100078
Rock Point Community School,"P.O. Box 560 Highway 191, Rock Point, AZ 86545",590012200016
Pearl River Elementary School,"150 Recreation Rd, Choctaw, MS 39350",590012300054
Porcupine Day School,"P.O. Box 180, Porcupine, SD 57772",590012400118
Lake Valley Navajo School,"P.O. Box 748, Crownpoint, NM 87313",590012500031
Northwest High School,"P.O. Box 1809, Shiprock, NM 87420",590012600148
Quileute Tribal School,"P.O. Box 39, La Push, WA 98350",590012700127
Shonto Preparatory School,"P.O. Box 7900, Shonto, AZ 86054",590012800186
Tiospa Zina Tribal School,"P.O. Box 719, Agency Village, SD 57262",590012900022
Santa Fe Indian School,"P.O. Box 5340, Santa Fe, NM 87502",590013000096
Hotevilla Bacavi Community School,"P.O. Box 48, Hotevilla, AZ 86030",590013100075
Theodore Roosevelt School,"P.O. Box 567, Ft. Apache, AZ 85926",590013200060
Greyhills Academy High School,"P.O. Box 160 Warrior Drive, Tuba City, AZ 86045",590013300178
Rock Creek Grant School,"1 Indian School Drive, Bullhead, SD 57621",590013400162
Fond du Lac Ojibwe School,"49 University Road, Cloquet, MN 55720",590013500085
Pueblo Pintado Community School,"HCR 79  BOX 80, Cuba, NM 87013",590013600035
Beatrice Rafferty School,"22 Bayview Drive Pleasant Point, Perry, ME 4667",590013700042
Bread Springs Day School,"P.O. Box 1117, Gallup, NM 87305",590013800025
Dilcon Community School,"HC 63 Box G, Winslow, AZ 86047",590013900063
Jemez Day School,"P.O. Box 139, Jemez Pueblo, NM 87024",590014000153
St. Stephens Indian School,"P.O. Box 345, St. Stephens, WY 82524",590014100003
Blackwater Community School,"3652 E Blackwater School Road, Coolidge, AZ 85128",590014200109
Takini School,"HC 77 Box 537, Howes, SD 57748",590014300006
Menominee Tribal School,"P.O. Box 39, Neopit, WI 54150",590014400088
Dishchii'bikoh Community School,"P.O. Box 80068, Cibecue, AZ 85911",590014500058
Chitimacha Tribal School,"3613 Chitimacha Trail, Jeanerette, LA 70544",590014600046
Atsa Biyaazh Community School,"P.O. Box 1809, Shiprock, NM 87420",590014700140
Many Farms Community School,"P.O. Box 70, Many Farms, AZ 86538",590014800009
Dunseith Day School,"P.O. Box 759, Dunseith, ND 58329",590014900166
Tohaali' Community School,"P.O. Box 9857, Newcomb, NM 87455",590015000151
San Felipe Pueblo Elementary School,"P.O. Box 4343, San Felipe Pue., NM 87001",590015100158
Pine Springs Day School,"P.O. Box 4198, Houck, AZ 86506",590015200068
Duckwater Shoshone Elementary School,"509 Duckwater Falls Rd, Duckwater, NV 89314",590015300135
Enemy Swim Day School,"13525 446th Avenue, Waubay, SD 57273",590015400020
Borrego Pass,"P.O. Box 679, Crownpoint, NM 87313",590015500027
San Simon School,"HC 01 Box 8292, Sells, AZ 85634",590015600105
Nenahnezad Community School,"P.O. Box 337, Fruitland, NM 87416",590015700145
Turtle Mountain High School,"P.O. Box 440, Belcourt, ND 58316",590015800171
Little Singer Community School,"P.O. Box AQ, Winslow, AZ 86047",590015900182
Indian Island School,"10 Wabanaki Way, Indian Island, ME 4468",590016000051
Many Farms High School,"P.O. Box 307, Many Farms, AZ 86538",590016100013
Ohkay Owingeh Community School,"P.O. Box 1077, Ohkay Owingeh, NM 87566",590016200093
Riverside Indian School,"101 Riverside Drive, Anadarko, OK 73005",590016300103
Chemawa Indian School,"3700 Chemawa Rd NE, Salem, OR 97305",590016400120
Havasupai Elementary School,"P.O. Box 568, Keams Canyon, AZ 86034",590016500072
Bug-O-Nay-Ge-Shig,"15353 Silver Eagle Dr. NW, Bena, MN 56626",590016600081
Mariano Lake Community School,"P.O. Box 787, Crownpoint, NM 87313",590016700032
T'iis Nazbas Community School,"P.O. Box 2002, Teec Nos Pos, AZ 86514",590016800150
Tohono O`odham High School,"HC01 Box 8513, SELLS, AZ 85634",590016900108
Tonalea Day School,"P.O. Box 39, Tonalea, AZ 86044",590017000187
Rough Rock Community School,"HC61 Hwy-59 P.O. Box 5050-PTT RRTP, Chinle, AZ 86503",590017100017
Red Water Elementary School,"107 Braves Blvd, Carthage, MS 39051",590017200055
Little Wound School,"P.O. Box 500, Kyle, SD 57752",590017300115
Taos Day School,"P.O. Box 1850, Taos, NM 87571",590017400097
Keams Canyon Elementary School,"P.O. Box 397, Keams Canyon, AZ 86034",590017500076
Lummi Elementary School,"2334 Lummi View Drive, Bellingham, WA 98226",590017600124
T'iis Ts'ozi Bi'Olta',"P.O. Box 178, Crownpoint, NM 87313",590017700036
Two Eagle River School,"P.O. Box 160, Pablo, MT 59855",590017800129
Chi Chil'tah Comm School,"831 Cousins Rd, Vanderwagen, NM 87326",590017900026
Kaibeto Boarding School,"P.O. Box 1420, Kaibeto, AZ 86053",590018000179
Sitting Bull School,"P.O. Box 26, Little Eagle, SD 57639",590018100161
Greasewood Springs Community School Inc,"HC 58 Box 60, Ganado, AZ 86505",590018200064
Wounded Knee District School,"P.O. Box 350, Manderson, SD 57756",590018300119
Laguna Elementary School,"P.O. Box 191, Laguna, NM 87026",590018400154
Wa He Lut Indian School,"11110 Conine Avenue SE, Olympia, WA 98513",590018500131
Casa Blanca Community School,"P.O. Box 10940, Bapchule, AZ 85121",590018600110
Hannahville Indian School,"N14911 Hannahville B-1 Rd, Wilson, MI 49896",590018700086
Beclabito Day School,"P.O. Box 1200, Shiprock, NM 87420",590018800142
Mandaree Day School,"P.O. Box 488, Mandaree, ND 58757",590018900167
Tiospaye Topa School,"HC 76 Box 300, Ridgeview, SD 57652",590019000007
To'hajiilee Day School,"P.O. Box 3438, ToHajiilee, NM 87026",590019100037
Gila Crossing Community School,"4465 W Pecos Rd, Laveen, AZ 85339",590019200111
Seba Dalkai Boarding School,"HC 63 Box H, Winslow, AZ 86047",590019300069
Bogue Chitto Elementary School,"13241 Hwy 491 North, Philadelphia, MS 39350",590019400043
Sky City Community School,"P.O. Box 349, Pueblo of Acoma, NM 87034",590019500159
Meskwaki Settlement School,"1608 305th St, Tama, IA 52339",590019600091
Noli School,"P.O. Box 700, San Jacinto, CA 92581",590019700136
Jones Academy,"HCR 74 Box 102-5, Hartshorne, OK 74547",590020000201
Afonotele Elementary School,"Box DOE, Pago Pago, AS 96799",600003000001
Alataua-Lua Elementary School,"Box DOE, Pago Pago, AS 96799",600003000002
Alofau Elementary School,"Box DOE, Pago Pago, AS 96799",600003000003
Aua Elementary School,"Box DOE, Pago Pago, AS 96799",600003000004
A.P Lutali,"Box DOE, Pago Pago, AS 96799",600003000005
Faga'itua High School,"Box DOE, Pago Pago, AS 96799",600003000007
Faleasao Elementary School,"Box DOE, Pago Pago, AS 96799",600003000009
Fitiuta Elementary School,"Box DOE, Pago Pago, AS 96799",600003000010
Lauli'i Elementary School,"Box DOE, Pago Pago, AS 96799",600003000011
Le'atele Elementary School,"Box DOE, Pago Pago, AS 96799",600003000012
Leone High School,"Box DOE, Pago Pago, AS 96799",600003000013
Leone Midkiff Elementary School,"Box DOE, Pago Pago, AS 96799",600003000014
Lupelele Elementary School,"Box DOE, Pago Pago, AS 96799",600003000015
Manu'a High School,"Box DOE, Pago Pago, AS 96799",600003000016
Manulele Elementary School,"Box DOE, Pago Pago, AS 96799",600003000017
Matafao Elementary School,"Box DOE, Pago Pago, AS 96799",600003000019
Matatula Elementary School,"Box DOE, Pago Pago, AS 96799",600003000020
Mt. Alava Elementary School,"Box DOE, Pago Pago, AS 96799",600003000021
Tafuna Elementary,"Box DOE, Pago Pago, AS 96799",600003000022
Olomoana Elementary School,"Box DOE, Pago Pago, AS 96799",600003000023
Olosega Elementary School,"Box DOE, Pago Pago, AS 96799",600003000024
Peter Coleman Elementary School,"Box DOE, Pago Pago, AS 96799",600003000025
Pavaiai Elementary School,"Box DOE, Pago Pago, AS 96799",600003000026
Samoana High School,"Box DOE, Pago Pago, AS 96799",600003000028
Siliaga Elementary School,"Box DOE, Pago Pago, AS 96799",600003000029
Tafuna High School,"Box DOE, Pago Pago, AS 96799",600003000031
Nu'uuli Vocational Technical High School,"Box DOE, Pago Pago, AS 96799",600003000032
Masefau Elementary School,"Box DOE, Pago Pago, AS 96799",600003000033
ADACAO ELEMENTARY SCHOOL,"340 CARNATION AVENUE, MANGILAO, GU 96913",660000200041
AGANA HEIGHTS ELEMENTARY SCHOOL,"350 J. CRUZ RT., AGANA HEIGHTS, GU 96919",660000200042
ASTUMBO ELEMENTARY SCHOOL,"CHALAN HACHON, DEDEDO, GU 96912",660000200043
B.P. CARBULLIDO ELEMENTARY SCHOOL,"156 CANADA TOTO ROAD, BARRIGADA, GU 96913",660000200044
C.L. TAITANO ELEMENTARY SCHOOL,"170 BIEN VENIDA AVENUE, SINAJANA, GU 96926",660000200045
CHIEF BRODIE ELEMENTARY SCHOOL,"225 N. MARINE DRIVE, TAMUNING, GU 96911",660000200046
D.L. PEREZ ELEMENTARY SCHOOL,"400 GAYINERO DRIVE, YIGO, GU 96928",660000200047
FINEGAYAN ELEMENTARY SCHOOL,"194 CHALAN KASPERBAUER, DEDEDO, GU 96912",660000200048
H.S. TRUMAN ELEMENTARY SCHOOL,"182 PALE FERDINAND WAY, STA.RITA, GU 96915",660000200049
INARAJAN ELEMENTARY SCHOOL,"136 PALE BERNABE CRUZ RD, INARAJAN, GU 96915",660000200050
JUAN M. GUERRERO ELEMENTARY SCHOOL,"520 HARMON LOOP, HARMON, GU 96912",660000200051
J.Q. SAN MIGUEL ELEMENTARY SCHOOL,"491 CLARA ROAD, MONGMONG, GU 96927",660000200052
LIGUAN ELEMENTARY SCHOOL,"237 N. CHALAN LIGUAN, DEDEDO, GU 96929",660000200053
L.B. JOHNSON ELEMENTARY SCHOOL,"140 FELIS ST., TAMUNING, GU 96911",660000200054
MARIA ULLOA ELEMENTARY SCHOOL,"110 CATALINA LANE, DEDEDO, GU 96912",660000200055
M.U. LUJAN ELEMENTARY SCHOOL,"167 M.U. LUJAN ROAD, YONA, GU 96914",660000200056
MARCIAL SABLAN ELEMENTARY SCHOOL,"144 SAN VICENTE AVENUE, AGAT, GU 96928",660000200057
MERIZO MARTYRS ELEMENTARY SCHOOL,"J.A. CRUZ AVE. PIGUA ST, MERIZO, GU 96916",660000200058
MACHANANAO ELEMENTARY SCHOOL,"ROUTE 9, YIGO, GU 96929",660000200059
ORDOT CHALAN PAGO ELEMENTARY SCHOOL,"294 JUDGE SABLAN ST., ORDOT, GU 96924",660000200060
PEDRO C. LUJAN ELEMENTARY SCHOOL,"387 E. ROUTE 8, BARRIGADA, GU 96913",660000200061
H.B. PRICE ELEMENTARY SCHOOL,"130 DAIRY ROAD, MANGILAO, GU 96923",660000200062
