SCH_NAME,ADDRESSES,NCESSCH
CROCKER ELEM.,"601 N COMMERCIAL, CROCKER, MO 65452",291035000337
CROCKER HIGH,"601 N COMMERCIAL, CROCKER, MO 65452",291035000338
CRYSTAL CITY ELEM.,"600 MISSISSIPPI, CRYSTAL CITY, MO 63019",291038000339
CRYSTAL CITY HIGH,"1100 MISSISSIPPI, CRYSTAL CITY, MO 63019",291038000340
CUBA MIDDLE,"1 WILDCAT PRIDE DR, CUBA, MO 65453",291041000018
CUBA HIGH,"1 WILDCAT PRIDE DR, CUBA, MO 65453",291041000341
CUBA ELEM.,"1 WILDCAT PRIDE DR, CUBA, MO 65453",291041000342
DADEVILLE ELEM.,"17 BEARCAT TRAIL, DADEVILLE, MO 65635",291044000344
DADEVILLE SR. HIGH,"17 BEARCAT TRAIL, DADEVILLE, MO 65635",291044000345
DAVIS ELEM.,"227 SW HWY T, CLINTON, MO 64735",291047000346
ATHENA ELEM.,"3775 ATHENA SCHOOL RD, DESOTO, MO 63020",291050000347
DESOTO JR. HIGH,"731 AMVETS DR, DESOTO, MO 63020",291050000349
DESOTO SR. HIGH,"815 AMVETS DR, DESOTO, MO 63020",291050000350
VINELAND ELEM.,"650 VINELAND SCHOOL RD, DESOTO, MO 63020",291050000351
EARLY CHILDHOOD CTR.,"1812 ROCK RD, DESOTO, MO 63020",291050002993
LAKELAND HIGH,"12530 LAKELAND SCHOOL DR, DEEPWATER, MO 64740",291052000352
LAKELAND ELEM.,"12530 LAKELAND SCHOOL DR, DEEPWATER, MO 64740",291052002520
DEKALB JR.-SR. HIGH,"702 MAIN ST, DEKALB, MO 64440",291059000355
RUSHVILLE ELEM.,"8681 SW STATE RTE 116, RUSHVILLE, MO 64484",291059000356
DELTA ELEM.,"124 E MCKINLEY, DELTA, MO 63744",291062000357
DELTA HIGH,"324 LIBERTY ST, DELTA, MO 63744",291062000358
NORTH WOOD ELEM.,"3734 N. HWY 19, SALEM, MO 65560",291065000359
DENT-PHELPS ELEM.,"27870 Hwy C, SALEM, MO 65560",291071000360
CENTRAL ELEM.,"1213 CENTRAL DR, DEXTER, MO 63841",291077000361
T. S. HILL MIDDLE,"1107 BROWN PILOT LN, DEXTER, MO 63841",291077000362
DEXTER HIGH,"1101 W GRANT ST, DEXTER, MO 63841",291077000363
SOUTHWEST ELEM.,"915 W GRANT ST, DEXTER, MO 63841",291077000364
DIAMOND ELEM.,"401 S MAIN, DIAMOND, MO 64840",291080000365
DIAMOND HIGH,"401 S MAIN, DIAMOND, MO 64840",291080000366
DIAMOND MIDDLE,"401 S MAIN, DIAMOND, MO 64840",291080000572
DIXON ELEM.,"102 N PINE STREET, DIXON, MO 65459",291083000367
DIXON MIDDLE,"200 E. 5th Street, DIXON, MO 65459",291083000368
DIXON HIGH,"300 E. HIGH SCHOOL DR, DIXON, MO 65459",291083000369
CURRENT RIVER CAREER CENTER,"301 SPRING ST, DONIPHAN, MO 63935",291092000370
DONIPHAN ELEM.,"603 SUMMIT, DONIPHAN, MO 63935",291092000371
DONIPHAN HIGH,"5 BALL PARK RD, DONIPHAN, MO 63935",291092000373
DONIPHAN MIDDLE,"651 SUMMIT, DONIPHAN, MO 63935",291092002586
DORA ELEM.,"613 County Road 379, DORA, MO 65637",291095000374
DORA HIGH,"613 County Road 379, DORA, MO 65637",291095000375
SKYLINE ELEM.,"RTE 72 BOX 486, NORWOOD, MO 65717",291101000376
PLAINVIEW ELEM.,"RTE 3 BOX 145, AVA, MO 65608",291104000377
DREXEL ELEM.,"207 S FOURTH ST, DREXEL, MO 64742",291107000378
DREXEL HIGH,"207 S FOURTH ST, DREXEL, MO 64742",291107000379
EAST CARTER CO. R-II ELEM.,"24 S HERREN AVE, ELLSINORE, MO 63937",291110000380
EAST CARTER CO. R-II HIGH,"24 S HERREN AVE, ELLSINORE, MO 63937",291110000383
EAST CARTER CO. R-II MIDDLE,"24 S HERREN AVE, ELLSINORE, MO 63937",291110002916
EAST LYNNE ELEM.,"24706 S STATE RTE K, EAST LYNNE, MO 64743",291116000384
A. J. MARTIN ELEM.,"510 WILKINSON, EAST PRAIRIE, MO 63845",291122000385
R. A. DOYLE ELEM.,"402 WASHINGTON, EAST PRAIRIE, MO 63845",291122000387
EAST PRAIRIE HIGH,"304 E WALNUT, EAST PRAIRIE, MO 63845",291122000388
EAST PRAIRIE JR. HIGH,"210 E WASHINGTON, EAST PRAIRIE, MO 63845",291122002757
EAST BUCHANAN ELEM.,"100 SMITH ST, GOWER, MO 64454",291125000390
EAST BUCHANAN HIGH,"100 SMITH ST, GOWER, MO 64454",291125000391
EAST BUCHANAN MIDDLE,"301 COUNTY PARK RD N, EASTON, MO 64443",291125002282
KNOX CO. ELEM.,"55701 STATE HWY 6, EDINA, MO 63537",291128000392
KNOX CO. HIGH,"55701 STATE HWY 6, EDINA, MO 63537",291128000397
EL DORADO SPRINGS HIGH,"901 S GRAND AVE, EL DORADO SPRINGS, MO 64744",291131000398
EL DORADO SPRINGS ELEM.,"901 S GRAND AVE, EL DORADO SPRINGS, MO 64744",291131000400
EL DORADO SPRINGS MIDDLE,"901 S GRAND AVE, EL DORADO SPRINGS, MO 64744",291131002660
ELDON MIDDLE,"1400 N GRAND AVE, ELDON, MO 65026",291134000138
ELDON HIGH,"101 S PINE ST, ELDON, MO 65026",291134000402
SOUTH ELEM.,"1210 S MAPLE ST, ELDON, MO 65026",291134000403
ELDON CAREER CTR.,"112 S PINE ST, ELDON, MO 65026",291134000404
ELDON UPPER ELEM.,"409 E 15TH ST, ELDON, MO 65026",291134002411
CLARENCE CANNON ELEM.,"188 TOMAHAWK DR, ELSBERRY, MO 63343",291140000406
ELSBERRY HIGH,"138 TOMAHAWK DR, ELSBERRY, MO 63343",291140000407
IDA CANNON MIDDLE,"178 TOMAHAWK DR, ELSBERRY, MO 63343",291140001990
EMINENCE ELEM.,"W HWY 106, EMINENCE, MO 65466",291145000408
EMINENCE HIGH,"505 SOUTH 6TH STREET, EMINENCE, MO 65466",291145000409
EUGENE ELEM.,"14803 HWY 17, EUGENE, MO 65032",291155000410
EUGENE HIGH,"14803 HWY 17, EUGENE, MO 65032",291155000411
EVERTON ELEM.,"211 SCHOOL ST, EVERTON, MO 65646",291158000412
EVERTON HIGH,"211 SCHOOL ST, EVERTON, MO 65646",291158000413
EXCELSIOR SPRINGS TECH. HIGH,"701 ST LOUIS AVE, EXCELSIOR SPRINGS, MO 64024",291165000071
EXCELSIOR SPRINGS CAREER CTR.,"614 TIGER DR, EXCELSIOR SPRINGS, MO 64024",291165000414
ELKHORN ELEMENTARY,"34684 HWY 10, EXCELSIOR SPRINGS, MO 64024",291165000416
LEWIS ELEMENTARY,"501 LEAVENWORTH, EXCELSIOR SPRINGS, MO 64024",291165000417
EXCELSIOR SPRINGS MIDDLE,"701 CROWN HILL RD, EXCELSIOR SPRINGS, MO 64024",291165000418
EXCELSIOR SPRINGS HIGH,"612 TIGER DR, EXCELSIOR SPRINGS, MO 64024",291165000420
WESTVIEW ELEMENTARY,"500 N JESSE JAMES, EXCELSIOR SPRINGS, MO 64024",291165000421
EXETER ELEM.,"101 Locust St, EXETER, MO 65647",291167000426
EXETER HIGH,"101 Locust Street, EXETER, MO 65647",291167000427
FAIR GROVE ELEM.,"132 N MAIN ST, FAIR GROVE, MO 65648",291170000428
FAIR GROVE HIGH,"132 N MAIN ST, FAIR GROVE, MO 65648",291170000429
FAIR GROVE MIDDLE,"132 N MAIN ST, FAIR GROVE, MO 65648",291170002283
FAIR PLAY ELEM.,"301 N WALNUT, FAIR PLAY, MO 65649",291173000430
FAIR PLAY HIGH,"301 N WALNUT, FAIR PLAY, MO 65649",291173000431
EXCEPTIONAL PUPIL COOP,"1510 E BROADWAY, BOLIVAR, MO 65613",291173003214
FAIRFAX ELEM.,"500 MAIN ST, FAIRFAX, MO 64446",291176000432
FAIRFAX HIGH,"500 MAIN ST, FAIRFAX, MO 64446",291176000433
COMMUNITY FOR KIDS,"104 Main St., Fairfax, MO 64446",291176003217
FAIRVIEW ELEM.,"4036 STATE RTE K, WEST PLAINS, MO 65775",291185000435
TRUMAN LEARNING CENTER,"209 W COLLEGE, FARMINGTON, MO 63640",291191000437
JEFFERSON ELEM.,"9 SUMMIT DR, FARMINGTON, MO 63640",291191000438
FARMINGTON MIDDLE,"506 S FLEMING ST, FARMINGTON, MO 63640",291191000439
FARMINGTON SR. HIGH,"1 BLACK KNIGHT DR, FARMINGTON, MO 63640",291191000440
WASHINGTON-FRANKLIN ELEM.,"409 N WASHINGTON, FARMINGTON, MO 63640",291191000442
LINCOLN INTERMEDIATE,"708 S FLEMING, FARMINGTON, MO 63640",291191001065
JUVENILE DETENTION CTR.,"HWY 32 EAST, FARMINGTON, MO 63640",291191002589
ROOSEVELT ELEM.,"1040 FORSTER ST, FARMINGTON, MO 63640",291191002847
MID-BUCHANAN ELEM.,"3221 SE STATE RTE H, FAUCETT, MO 64448",291194000443
MID-BUCHANAN SR. HIGH,"3221 SE STATE RTE H, FAUCETT, MO 64448",291194000445
LAURENCE J. DALY ELEM.,"702 LUCKY ST, FAYETTE, MO 65248",291199000446
FAYETTE HIGH,"510 CLEVELAND AVE, FAYETTE, MO 65248",291199000448
WM. N. CLARK MIDDLE,"704 LUCKY ST, FAYETTE, MO 65248",291199002590
CROSS KEYS MIDDLE,"14205 COUGAR DR, FLORISSANT, MO 63033",291201000301
BERKELEY MIDDLE,"8300 FROST AVE, BERKELEY, MO 63134",291201000354
AIRPORT ELEM.,"8249 AIRPORT RD, BERKELEY, MO 63134",291201000449
BERMUDA ELEM.,"5835 BERMUDA DR, ST LOUIS, MO 63121",291201000452
CENTRAL ELEM.,"201 WESLEY AVE, FERGUSON, MO 63135",291201000454
COMBS ELEM.,"300 ST JEAN DR, FLORISSANT, MO 63031",291201000455
COMMONS LANE ELEM.,"2700 DERHAKE RD, FLORISSANT, MO 63033",291201000456
COOL VALLEY ELEM.,"1351 S FLORISSANT RD, ST LOUIS, MO 63121",291201000457
DUCHESNE ELEM.,"100 S FLORISSANT RD, FLORISSANT, MO 63031",291201000460
FERGUSON MIDDLE,"701 JANUARY AVE, FERGUSON, MO 63135",291201000462
GRIFFITH ELEM.,"200 DAY DR, FERGUSON, MO 63135",291201000466
HALLS FERRY ELEM.,"13585 NEW HALLS FERRY RD, FLORISSANT, MO 63033",291201000467
HOLMAN ELEM.,"8811 HAROLD DR, BERKELEY, MO 63134",291201000468
LEE HAMILTON ELEM.,"401 POWELL AVE, FERGUSON, MO 63135",291201000469
MCCLUER NORTH HIGH,"705 WATERFORD DR, FLORISSANT, MO 63033",291201000471
MCCLUER HIGH,"1896 S FLORISSANT RD, FLORISSANT, MO 63031",291201000472
PARKER ROAD ELEM.,"2800 PARKER RD, FLORISSANT, MO 63033",291201000473
ROBINWOOD ELEM.,"955 DERHAKE RD, FLORISSANT, MO 63033",291201000475
WALNUT GROVE ELEM.,"1248 N FLORISSANT RD, FERGUSON, MO 63135",291201000477
WEDGWOOD ELEM.,"14275 NEW HALLS FERRY RD, FLORISSANT, MO 63033",291201000478
VOGT ELEM.,"200 CHURCH ST, FERGUSON, MO 63135",291201001092
EARLY EDUCATION CENTER,"1005 WATERFORD DR, FLORISSANT, MO 63033",291201002591
MCCLUER SOUTH-BERKELEY HIGH,"201 BROTHERTON LN, FERGUSON, MO 63135",291201002691
JOHNSON WABASH ELEM.,"685 JANUARY, FERGUSON, MO 63135",291201002784
FESTUS ELEM.,"1500 MID-MEADOW LN, FESTUS, MO 63028",291203000479
FESTUS SR. HIGH,"501 WESTWIND DR, FESTUS, MO 63028",291203000481
FESTUS MIDDLE,"1717 W MAIN, FESTUS, MO 63028",291203002522
FESTUS INTERMEDIATE,"1501 MID-MEADOW LN, FESTUS, MO 63028",291203002779
FORDLAND ELEM.,"252 N CENTER ST, FORDLAND, MO 65652",291218000484
FORDLAND HIGH,"1248 SCHOOL ST, FORDLAND, MO 65652",291218000485
FORDLAND MIDDLE,"1230 SCHOOL ST, FORDLAND, MO 65652",291218001578
FORSYTH ELEM.,"178 PANTHER ST, FORSYTH, MO 65653",291224000486
FORSYTH HIGH,"178 PANTHER ST, FORSYTH, MO 65653",291224000487
FORSYTH MIDDLE,"178 PANTHER ST, FORSYTH, MO 65653",291224000789
CAR.  TECH. CTR. AT FT. OSAGE,"2101 N TWYMAN RD, INDEPENDENCE, MO 64058",291229000488
BLUE HILLS ELEM.,"2101 N TWYMAN RD, INDEPENDENCE, MO 64058",291229000489
BUCKNER ELEM.,"2101 N TWYMAN RD, INDEPENDENCE, MO 64058",291229000490
CLER-MONT ELEM.,"2101 N TWYMAN RD, INDEPENDENCE, MO 64058",291229000491
ELM GROVE ELEM.,"2101 N TWYMAN RD, INDEPENDENCE, MO 64058",291229000493
OSAGE TRAIL MIDDLE,"2101 N TWYMAN RD, INDEPENDENCE, MO 64058",291229000494
FORT OSAGE HIGH,"2101 N TWYMAN RD, INDEPENDENCE, MO 64058",291229000496
FIRE PRAIRIE MIDDLE,"2101 N TWYMAN RD, INDEPENDENCE, MO 64058",291229002284
EARLY CHILDHOOD CTR.,"2101 N TWYMAN RD, INDEPENDENCE, MO 64058",291229002310
LEWIS AND CLARK LEARNING CTR.,"2101 N TWYMAN RD, INDEPENDENCE, MO 64058",291229002995
INDIAN TRAILS ELEM.,"2101 N TWYMAN RD, INDEPENDENCE, MO 64058",291229003103
ANTONIA ELEM.,"3901 HWY M, IMPERIAL, MO 63052",291230000497
CLYDE HAMRICK ELEM.,"4525 FOUR RIDGE RD, IMPERIAL, MO 63052",291230000498
FOX ELEM.,"739 JEFFCO BLVD, ARNOLD, MO 63010",291230000499
FOX MIDDLE,"743 JEFFCO BLVD, ARNOLD, MO 63010",291230000500
MERAMEC HEIGHTS ELEM.,"1340 W OUTER 21 RD, ARNOLD, MO 63010",291230000501
RIDGEWOOD MIDDLE,"1401 RIDGEWOOD SCHOOL RD, ARNOLD, MO 63010",291230000502
ROCKPORT HEIGHTS ELEM.,"3871 JEFFCO BLVD, ARNOLD, MO 63010",291230000503
SECKMAN ELEM.,"2824 SECKMAN RD, IMPERIAL, MO 63052",291230000504
SECKMAN MIDDLE,"2810 SECKMAN RD, IMPERIAL, MO 63052",291230000505
FOX SR. HIGH,"751 JEFFCO BLVD, ARNOLD, MO 63010",291230000506
SHERWOOD ELEM.,"1769 MISSOURI STATE RD, ARNOLD, MO 63010",291230000507
RICHARD SIMPSON ELEM.,"3585 VOGEL RD, ARNOLD, MO 63010",291230001019
SECKMAN SR. HIGH,"2800 SECKMAN RD, IMPERIAL, MO 63052",291230001981
GEORGE GUFFEY ELEM.,"400 13TH ST, FENTON, MO 63026",291230002402
LONE DELL ELEM.,"2500 TOMAHAWK RD, ARNOLD, MO 63010",291230002593
RAYMOND  NANCY HODGE ELEM.,"2499 PRAIRIE HOLLOW RD, IMPERIAL, MO 63052",291230003027
DON EARL EARLY CHILDHOOD CTR.,"849 JEFFCO BLVD, ARNOLD, MO 63010",291230003028
ANTONIA MIDDLE SCHOOL,"6798 ST. LUKE'S CHURCH ROAD, BARNHART, MO 63012",291230003151
SPRING BLUFF ELEM.,"9374 HWY 185, SULLIVAN, MO 63080",291245000509
STRAIN-JAPAN ELEM.,"4640 HWY H, SULLIVAN, MO 63080",291248000510
FRANKLIN CO. ELEM.,"3128 HWY Y, NEW HAVEN, MO 63068",291251000511
FREDERICKTOWN ELEM.,"419 NEWBERRY, FREDERICKTOWN, MO 63645",291254000513
FREDERICKTOWN HIGH,"805 E HWY 72, FREDERICKTOWN, MO 63645",291254000516
KELLY A BURLISON MIDDLE SCHOOL,"825 Highway 72 East, FREDERICKTOWN, MO 63645",291254002523
FREDERICKTOWN INTERMEDIATE,"905 E HWY 72, FREDERICKTOWN, MO 63645",291254002524
BARTLEY ELEM.,"603 S BUS 54, FULTON, MO 65251",291255000517
BUSH ELEM.,"908 WOOD ST, FULTON, MO 65251",291255000518
MCINTIRE ELEM.,"706 HICKMAN AVE, FULTON, MO 65251",291255000522
FULTON SR. HIGH,"1 HORNET DR, FULTON, MO 65251",291255000524
FULTON MIDDLE,"403 E TENTH, FULTON, MO 65251",291255002525
GAINESVILLE ELEM.,"218 Bulldog Drive, GAINESVILLE, MO 65655",291260000525
GAINESVILLE HIGH,"422 Bulldog Drive, GAINESVILLE, MO 65655",291260000526
GALENA-ABESVILLE ELEM.,"54 MEDICAL SPRINGS RD, GALENA, MO 65656",291263000527
GALENA HIGH,"30925 STATE HWY 413, GALENA, MO 65656",291263000528
COVEL D. SEARCY ELEM.,"502 S OLIVE, GALLATIN, MO 64640",291266000529
GALLATIN HIGH,"602 S OLIVE, GALLATIN, MO 64640",291266000530
GALLATIN MIDDLE SCHOOL,"600 S. OLIVE ST., GALLATIN, MO 64640",291266003296
GRUNDY CO. ELEM.,"223 JONES ST, HUMPHREYS, MO 64646",291269000531
GRUNDY CO. HIGH,"205 SW BORDER ST, GALT, MO 64641",291269000532
GASCONADE ELEM.,"32959 HWY 32, FALCON, MO 65470",291272000533
GIDEON ELEM.,"400 MAIN, GIDEON, MO 63848",291278000534
GIDEON HIGH,"400 MAIN, GIDEON, MO 63848",291278000535
GILLIAM ELEM.,"102 NORTH ST, GILLIAM, MO 65330",291284000536
GILMAN CITY ELEM.,"141 LINDSEY AVE, GILMAN CITY, MO 64642",291287000537
GILMAN CITY HIGH,"141 LINDSEY AVE, GILMAN CITY, MO 64642",291287000538
GLASGOW ELEMENTARY.,"860 RANDOLPH, GLASGOW, MO 65254",291290000539
GLASGOW HIGH,"860 RANDOLPH, GLASGOW, MO 65254",291290000540
GOLDEN CITY ELEM.,"1208 WALNUT ST, GOLDEN CITY, MO 64748",291293000541
GOLDEN CITY HIGH,"1208 WALNUT ST, GOLDEN CITY, MO 64748",291293000542
GRAIN VALLEY HIGH,"551 SW EAGLES PKWY, GRAIN VALLEY, MO 64029",291308000546
MATTHEWS ELEM.,"144 MCQUERRY RD, GRAIN VALLEY, MO 64029",291308000547
SNI-A-BAR ELEM.,"701 SW EAGLES PKWY, GRAIN VALLEY, MO 64029",291308001965
GRAIN VALLEY SOUTH MIDDLE SCHL,"901 SE RYAN RD, GRAIN VALLEY, MO 64029",291308002463
PRAIRIE BRANCH ELEM.,"2100 DILLINGHAM RD, GRAIN VALLEY, MO 64029",291308002866
STONY POINT ELEM.,"1001 W RYAN RD, GRAIN VALLEY, MO 64029",291308002976
GRAIN VALLEY NORTH MIDDLE SCHL,"31608 NE PINK HILL ROAD, GRAIN VALLEY, MO 64029",291308003161
GRAIN VALLEY EARLY CHILDHD CTR,"31604 NE PINK HILL ROAD, GRAIN VALLEY, MO 64029",291308003169
BELVIDERE ELEM.,"15200 WHITE AVE, GRANDVIEW, MO 64030",291314000548
BUTCHER-GREENE ELEM.,"5302 E 140TH, GRANDVIEW, MO 64030",291314000549
CONN-WEST ELEM.,"1100 HIGH GROVE RD, GRANDVIEW, MO 64030",291314000550
GRANDVIEW MIDDLE,"12650 MANCHESTER, GRANDVIEW, MO 64030",291314000551
HIGH GROVE Early Childhood,"2500 HIGH GROVE RD, GRANDVIEW, MO 64030",291314000552
MARTIN CITY ELEM.,"201 E 133RD ST, KANSAS CITY, MO 64145",291314000554
MEADOWMERE ELEM.,"7010 E 136TH ST, GRANDVIEW, MO 64030",291314000555
GRANDVIEW SR. HIGH,"2300 HIGH GROVE RD, GRANDVIEW, MO 64030",291314000556
GRANDVIEW ALTERNATIVE SCH.,"1001 MAIN ST, GRANDVIEW, MO 64030",291314000948
GRANDVIEW ELEM.,"11470 HWY C, HILLSBORO, MO 63050",291317000558
GRANDVIEW MIDDLE,"11470 HWY C, HILLSBORO, MO 63050",291317001490
GRANDVIEW HIGH,"11470 HWY C, HILLSBORO, MO 63050",291317002285
GREEN CITY ELEM.,"301 N EAST ST, GREEN CITY, MO 63545",291323000560
GREEN CITY HIGH,"301 N EAST ST, GREEN CITY, MO 63545",291323000561
GREEN FOREST ELEM.,"6111 HWY F, SALEM, MO 65560",291326000562
GREEN RIDGE ELEM.,"401 W PETTIS ST, GREEN RIDGE, MO 65332",291329000563
GREEN RIDGE HIGH,"401 W PETTIS ST, GREEN RIDGE, MO 65332",291329000564
GREENFIELD ELEM.,"409 MONTGOMERY, GREENFIELD, MO 65661",291332000565
GREENFIELD HIGH,"410 W COLLEGE, GREENFIELD, MO 65661",291332000566
GREENVILLE ELEM.,"185 WALNUT ST, GREENVILLE, MO 63944",291338000568
GREENVILLE HIGH,"178 WALNUT ST, GREENVILLE, MO 63944",291338000569
WILLIAMSVILLE ELEM.,"HC 1 BOX 6M, WILLIAMSVILLE, MO 63967",291338000570
GREENVILLE JR. HIGH,"178 WALNUT ST, GREENVILLE, MO 63944",291338003035
PLEASANT VIEW ELEM.,"128 SE 20TH ST, TRENTON, MO 64683",291344000571
HALE ELEM.,"518 MAIN ST, HALE, MO 64643",291350000573
HALE HIGH,"518 MAIN ST, HALE, MO 64643",291350000574
HALFWAY ELEM.,"2150 HWY 32, HALFWAY, MO 65663",291353000575
HALFWAY SECONDARY,"2150 HWY 32, HALFWAY, MO 65663",291353000576
HALLSVILLE INTERMEDIATE,"411 HWY 124 E, HALLSVILLE, MO 65255",291356000577
HALLSVILLE HIGH,"421 HWY 124 E, HALLSVILLE, MO 65255",291356000578
HALLSVILLE MIDDLE,"421 HWY 124 E, HALLSVILLE, MO 65255",291356001597
HALLSVILLE PRIMARY,"6401 HWY 124 E, HALLSVILLE, MO 65255",291356002975
HAMILTON ELEM.,"7650 NW HARLEY ROAD, HAMILTON, MO 64644",291359000579
PENNEY HIGH,"903 N DAVIS, HAMILTON, MO 64644",291359000580
HAMILTON MIDDLE,"903 N DAVIS, HAMILTON, MO 64644",291359002663
HANCOCK SR. HIGH,"229 W RIPA AVE, ST LOUIS, MO 63125",291362000583
HANCOCK PLACE ELEM.,"9101 S BROADWAY, LEMAY, MO 63125",291362000584
HANCOCK PLACE MIDDLE,"243 W RIPA AVE, LEMAY, MO 63125",291362001894
A. D. STOWELL ELEM.,"500 UNION, HANNIBAL, MO 63401",291365000587
EUGENE FIELD ELEM.,"1405 PEARL ST, HANNIBAL, MO 63401",291365000589
HANNIBAL CAREER  TECH. CTR.,"4550 MCMASTERS AVE, HANNIBAL, MO 63401",291365000590
MARK TWAIN ELEM.,"2800 BIRD ST, HANNIBAL, MO 63401",291365000592
OAKWOOD ELEM.,"3716 MARKET ST, HANNIBAL, MO 63401",291365000593
HANNIBAL SR. HIGH,"4500 MCMASTERS AVE, HANNIBAL, MO 63401",291365000595
HANNIBAL MIDDLE,"4700 MCMASTERS AVE, HANNIBAL, MO 63401",291365002554
VETERANS ELEM.,"790 N VETERANS RD, HANNIBAL, MO 63401",291365002781
HARDIN-CENTRAL ELEM.,"500 NE 1ST ST, HARDIN, MO 64035",291368000596
HARDIN-CENTRAL HIGH,"500 NE 1ST ST, HARDIN, MO 64035",291368000597
HARRISBURG ELEM.,"221 S HARRIS, HARRISBURG, MO 65256",291371000598
HARRISBURG HIGH,"801 S HARRIS, HARRISBURG, MO 65256",291371000599
HARRISBURG MIDDLE,"233 S HARRIS, HARRISBURG, MO 65256",291371003100
EARLY CHILDHOOD CTR.,"500 POLAR LN, HARRISONVILLE, MO 64701",291376000091
CASS CAREER CTR.,"1600 E ELM, HARRISONVILLE, MO 64701",291376000600
HARRISONVILLE ELEM.,"101 MEGHAN DR, HARRISONVILLE, MO 64701",291376000602
MCEOWEN ELEM.,"1901 S HALSEY AVE, HARRISONVILLE, MO 64701",291376000604
HARRISONVILLE HIGH,"1504 E ELM, HARRISONVILLE, MO 64701",291376000605
EVERETT WADE JUVENILE CTR.,"503 S LEXINGTON, HARRISONVILLE, MO 64701",291376002594
HARRISONVILLE MIDDLE,"601 S HIGHLAND, HARRISONVILLE, MO 64701",291376002659
HARTVILLE ELEM.,"175 N. School Ave, HARTVILLE, MO 65667",291377000606
GROVESPRING ELEM.,"9530 HWY 5, GROVESPRING, MO 65662",291377000607
HARTVILLE HIGH,"175 N. School Ave, HARTVILLE, MO 65667",291377000608
WALLACE MIDDLE SCHOOL,"400 E CLEVELAND, HAYTI, MO 63851",291380000610
HAYTI HIGH,"500 N FOURTH ST, HAYTI, MO 63851",291380000611
MATHIS ELEM.,"607 N SIXTH ST, HAYTI, MO 63851",291380000612
BARRINGTON ELEM.,"15600 OLD HALLS FERRY RD, FLORISSANT, MO 63034",291383000447
ARMSTRONG ELEM.,"6255 HOWDERSHELL RD, HAZELWOOD, MO 63042",291383000613
KEEVEN ELEM.,"11230 OLD HALLS FERRY RD, ST LOUIS, MO 63136",291383000614
BROWN ELEM.,"3325 CHICORY CREEK LN, FLORISSANT, MO 63031",291383000616
LAWSON ELEM.,"1830 CHARBONIER RD, FLORISSANT, MO 63031",291383000617
COLD WATER ELEM.,"1105 WIETHAUPT RD, FLORISSANT, MO 63031",291383000618
GARRETT ELEM.,"1400 VILLE ROSA LN, HAZELWOOD, MO 63042",291383000620
GRANNEMANN ELEM.,"2324 REDMAN RD, ST LOUIS, MO 63136",291383000621
HAZELWOOD CENTRAL HIGH,"15875 NEW HALLS FERRY RD, FLORISSANT, MO 63031",291383000622
NORTHWEST MIDDLE,"1605 SHACKELFORD RD, FLORISSANT, MO 63031",291383000624
HAZELWOOD WEST HIGH,"1 WILDCAT LN, HAZELWOOD, MO 63042",291383000625
JAMESTOWN ELEM.,"13750 OLD JAMESTOWN RD, FLORISSANT, MO 63033",291383000626
JANA ELEM.,"405 JANA DR, FLORISSANT, MO 63031",291383000627
JURY ELEM.,"11950 OLD HALLS FERRY RD, FLORISSANT, MO 63033",291383000628
EAST MIDDLE,"11300 DUNN RD, ST LOUIS, MO 63138",291383000629
LARIMORE ELEM.,"1025 TRAMPE LN, ST LOUIS, MO 63138",291383000630
LUSHER ELEM.,"2015 MULLANPHY RD, FLORISSANT, MO 63031",291383000631
MCCURDY ELEM.,"975 LINDSAY LN, FLORISSANT, MO 63031",291383000632
MCNAIR ELEM.,"585 COACHWAY LN, HAZELWOOD, MO 63042",291383000633
RUSSELL ELEM.,"7350 HOWDERSHELL RD, HAZELWOOD, MO 63042",291383000634
TOWNSEND ELEM.,"6645 PARKER RD, FLORISSANT, MO 63033",291383000635
TWILLMAN ELEM.,"11831 BELLEFONTAINE RD, ST LOUIS, MO 63138",291383000636
WALKER ELEM.,"1250 HUMES LN, FLORISSANT, MO 63031",291383000637
ELEM. SPECIAL PROGRAMS DEPT.,"15875 NEW HALLS FERRY RD, FLORISSANT, MO 63031",291383000650
HAZELWOOD EAST HIGH,"11300 DUNN RD, ST LOUIS, MO 63138",291383002696
WEST MIDDLE,"12834 MISSOURI BOTTOM RD, HAZELWOOD, MO 63042",291383002857
ARROWPOINT ELEM.,"2017 ARROWPOINT DR, ST LOUIS, MO 63138",291383002858
CENTRAL MIDDLE,"13450 OLD JAMESTOWN RD, FLORISSANT, MO 63031",291383003000
NORTH MIDDLE,"4420 VAILE AVE, FLORISSANT, MO 63034",291383003004
SOUTHEAST MIDDLE,"918 PRIGGE RD, ST LOUIS, MO 63138",291383003005
WEST EARLY CHILDHOOD CENTER,"5323 VILLE MARIA LANE, HAZELWOOD, MO 63042",291383003204
EAST EARLY CHILDHOOD CENTER,"12555 PARTRIDGE RUN, FLORISSANT, MO 63033",291383003208
CENTRAL EARLY CHILDHOOD CENTER,"15955 NEW HALLS FERRY ROAD, Florissant, MO 63031",291383003218
HERCULANEUM HIGH,"1 BLACKCAT DR, HERCULANEUM, MO 63048",291425000639
PEVELY ELEM.,"30 MAIN STREET, PEVELY, MO 63070",291425000641
SENN-THOMAS MIDDLE,"200 SENN THOMAS DR, HERCULANEUM, MO 63048",291425002399
