SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
SCH_NAME,ADDRESSES,NCESSCH,URL,QUERY_RANKING
WAVE - Lake Havasu High School,"2675 South Polo Verde Blvd., Lake Havasu City, AZ 86403",40079403037,,1
WAVE - Mohave High School,"2251 Highway 95, Bullhead City, AZ 86442",40079403045,,1
WAVE - River Valley High School,"2250 East Laguna Road, Mohave Valley, AZ 86440",40079403055,,1
WAVE-Mohave Community College,"1971 Jagerson, Kingman, AZ 86409",40079403200,,1
WAVE - Arizona Western College,"1109 Geronimo Ave, Parker, AZ 85344",40079403215,,1
WAVE- Lee Williams High School,"400 Grandview Avenue, Kingman, AZ 86401",40079403217,,1
WAVE-Culinary Arts and Business,"1540 Palo Verde S., Lake Havasu City, AZ 86403",40079403471,,1
Learning Foundation and Performing Arts Alta Mesa,"5761 E. Brown Rd., Mesa, AZ 85205",40079602645,,1
Academy Del Sol,"732 W. Roger Rd., Tucson, AZ 85705",40079702994,,1
Academy Del Sol - Hope,"7102 W. Valley Crest Pl, Tucson, AZ 85757",40079703230,,1
Pioneer Preparatory - A Challenge Foundation,"6629 W. Clarendon Avenue, Phoenix, AZ 85033",40079803021,,1
Kaizen Education Foundation dba Gilbert Arts Academy,"862 E. Elloit Road, Gilbert, AZ 85234",40079902943,,1
The Odyssey Preparatory Academy,"6500 S. Apache Rd., Buckeye, AZ 85326",40080003211,,1
The Odyssey Preparatory Academy Goodyear,"17532 West Harrison Street, Goodyear, AZ 85338",40080003288,,1
Odyssey Institute for Advanced and International Studies,"1495 S Airport Rd, Buckeye, AZ 85326",40080003317,,1
The Odyssey Preparatory Academy - Sienna Hills,"2400 North Sienna Hills Parkwa, Buckeye, AZ 85396",40080003368,,1
Skyline D5,"Casa Blanca and Preschool Road, Bapchule, AZ 85221",40080102941,,1
Imagine Avondale Middle,"950 North Eliseo C. Felix Jr., Avondale, AZ 85323",40080202962,,1
Learning Foundation and Performing Arts Gilbert,"1120 S. Gilbert Rd., Gilbert, AZ 85296",40080302667,,1
Learning Foundation and Performing Arts Warner,"3939 E. Warner Road, Gilbert, AZ 85296",40080303416,,1
Adams Traditional Academy,"2323 W. Parkside Lane, Phoenix, AZ 85027",40080503050,,1
Jefferson Preparatory High School,"16635 N 51st Ave, Glendale, AZ 85306",40080503444,,1
Sonoran Science Academy - Davis Monthan,"5741 E. Ironwood St, Tucson, AZ 85708",40080702976,,1
Imagine Superstition Middle,"1843 West 16th Avenue, Apache Junction, AZ 85220",40081003026,,1
Envision High School,"4747 W. Calle Vicam, Tucson, AZ 85746",40081402554,,1
Paulden Community School,"24850 Naples Drive, Paulden, AZ 86334",40081503023,,1
EdOptions Preparatory Academy,"2021 N Grand Avenue, Nogales, AZ 85621",40081602998,,1
EdOptions HS Learning Center,"2150 E Southern Avenue, Tempe, AZ 85282",40081603219,,1
Academy Adventures Midtown,"3025 N. Winstel, Tucson, AZ 85716",40081703191,,1
BASIS Oro Valley,"11155 N. Oracle Rd., Oro Valley, AZ 85737",40081803197,,1
Great Hearts Academies - Anthem Prep,"39808 N. Gavilan Peak Pkwy., Anthem, AZ 85086",40081903187,,1
Northpoint Expeditionary Learning Academy,"551 First Street, Prescott, AZ 86301",40082002672,,1
Arizona Collegiate High School,"3161 N. 33rd Ave, Phoenix, AZ 85017",40082103226,,1
Sonoran Science Academy-Peoria,"17667 N. 91st Avenue, Peoria, AZ 85382",40082203221,,1
Mission Heights Preparatory High School,"1376 East Cottonwood Lane, Casa Grande, AZ 85122",40082303296,,1
Leading Edge Academy Maricopa,"18700 N. Porter Road, Maricopa, AZ 85138",40082403178,,1
Jack Thoman Air and Space Academy and Performing Arts Studio,"730 W. Calle Arroyo Sur, Green Valley, AZ 85614",40082603207,,1
Valiant Academy,"10210 South 50th Place, Phoenix, AZ 85044",40082703252,,1
Valiant Academy,"3738 N 16st St, Phoenix, AZ 85016",40082703309,,1
Arizona Agribusiness & Equine Center - Estrella,"3400 Dysart Rd, Avondale, AZ 85007",40082803199,,1
BASIS Peoria,"25950 North Lake Pleasant Park, Peoria, AZ 85383",40082903278,,1
BASIS Chandler,"4825 S. Arizona Ave, Chandler, AZ 85248",40083003253,,1
BASIS Flagstaff,"1700 N. Gemini Drive, Flagstaff, AZ 86001",40083103196,,1
Great Hearts Academies - Archway Trivium West,"2001 N. Bullard Ave., Goodyear, AZ 85395",40083203290,,1
Great Hearts Academies - Archway Veritas,"3102 North 56th Street, Phoenix, AZ 85018",40083303283,,1
Great Hearts Academies - Archway Chandler,"1951 North Alma School Road, Chandler, AZ 85224",40083403244,,1
Arizona Agribusiness & Equine Center  Inc. - Prescott Valley,"7500 Civic Circle Dr., Prescott Valley, AZ 86314",40083803243,,1
Pima Rose Academy,"1690 W. Irvington Rd., Tucson, AZ 85746",40083903273,,1
Arlington Elementary School,"9410 S. 355th ave, Arlington, AZ 85322",40084000044,,1
Great Hearts Academies - Archway Scottsdale,"7496 East Tierra Buena Lane, Scottsdale, AZ 85260",40084103259,,1
Legacy Traditional School - Northwest Tucson,"3500 West Cortaro Farms Road, Tucson, AZ 85742",40084203300,,1
BASIS Phoenix,"11850 N. 32nd St, Phoenix, AZ 85028",40084303351,,1
La Tierra Community School,"124 N Virginia St, Prescott, AZ 86314",40084403285,,1
Leading Edge Academy Mountain View,"4815 W. Hunt Highway, Queen Creek, AZ 85142",40084503242,,1
South Valley Prep and Arts School,"4039 E Raymond Street, Phoenix, AZ 85040",40084603245,,1
Legacy Traditional School - Avondale,"12320 W Van Buren St, Avondale, AZ 85323",40084703301,,1
PLC Arts Academy at Scottsdale  Inc.,"6140 E. Thunderbird, Scottsdale, AZ 85254",40084803293,,1
EAGLE College Prep Harmony,"2450 W. South Mtn Ave., Phoenix, AZ 85041",40084903266,,1
Reid Traditional Schools' Painted Rock Academy,"14841 N. Black Canyon Highway, Phoenix, AZ 85023",40085003341,,1
Great Hearts Academies - Trivium Prep,"2001 N. Bullard Ave., Goodyear, AZ 85395",40085103271,,1
Havasu Preparatory Academy,"3155 Maricopa Avenue, Lake Havasu City, AZ 86406",40085203257,,1
South Phoenix Prep and Arts Academy,"4039 E Raymond Street, Phoenix, AZ 85040",40085303297,,1
Holsteiner Agricultural School,"44400 West Honeycutt Rd, Maricopa, AZ 85138",40085403249,,1
Legacy Traditional School - Chandler,"3201 S Gilbert Road, Chandler, AZ 85286",40085503275,,1
ASU Preparatory Academy-Polytechnic Elementary,"6950 E Williams Field Road, Mesa, AZ 85212",40085703260,,1
ASU Preparatory Academy- Phoenix High School,"735 E Fillmore St, Phoenix, AZ 85006",40085803286,,1
ASU Preparatory Academy-Polytechnic High School,"7350 E. Innovation Way South, Mesa, AZ 85212",40085903251,,1
Great Hearts Academies - North Phoenix Prep,"13613 N Cave Creek Rd. Buildin, Phoenix, AZ 85022",40086103344,,1
Arizona College Prep Academy,"3434 E Broadway Blvd, Tucson, AZ 85716",40086201783,,1
The Paideia Academy of South Phoenix,"7777 South 15th Terrace, Phoenix, AZ 85042",40086303355,,1
Happy Valley School East Campus,"266 E. Westbrooke, San Tan Valley, AZ 85140",40086403315,,1
Great Hearts Academies - Archway Glendale,"23276 N. 83rd Ave., Peoria, AZ 85383",40086603356,,1
Ball Charter Schools (Val Vista),"4120 S. Val Vista Dr., Gilbert, AZ 85297",40086703342,,1
Open Doors Community School,"13644 N. Sandario Rd., Marana, AZ 85653",40086803332,,1
Ash Creek Elementary,"6460 E. Hwy 181, Pearce, AZ 85625",40087000046,,1
Legacy Traditional Charter School - Laveen Village,"7900 S 43rd Ave, Laveen, AZ 85339",40087103310,,1
Changemaker High School,"1300 S. Belvedere Ave, Tucson, AZ 85711",40087203346,,1
Great Hearts Academies - Archway North Phoenix,"14100 N. 32nd St., Phoenix, AZ 85032",40087303353,,1
Tucson Collegiate Prep,"40 W. Fort Lowell, Tucson, AZ 85705",40087403349,,1
Great Hearts Academies - Maryvale Prep,"6301 W. Indian School Rd, Phoenix, AZ 85033",40087503345,,1
George Gervin Prep Academy,"2801 E Southern Ave, Phoenix, AZ 85042",40087603352,,1
Empower College Prep,"5757 N Central Ave, Phoenix, AZ 85012",40087703354,,1
Empower Collegiate Academy,"2411 W Colter St, Phoenix, AZ 85015",40087703522,,1
BASIS Tucson North,"5740 E. River Rd., Tucson, AZ 85750",40087803350,,1
Scottsdale Country Day School,"10460 N 56th St, Scottsdale, AZ 85253",40087903400,,1
Southwest Leadership Academy,"4301 West Fillmore Street, Phoenix, AZ 85043",40088003398,,1
BASIS Phoenix Central Primary,"201 E. Indianola Ave., Phoenix, AZ 85012",40088103394,,1
South Mountain Preparatory Academy,"449 East Southern Avenue, Phoenix, AZ 85040",40088203409,,1
Camino Montessori,"44301 West Maricopa/Casa Grand, Maricopa, AZ 85138",40088303411,,1
ASU Preparatory Academy-Polytechnic Middle School,"6950 E Williams Field Road, Mesa, AZ 85212",40088403264,,1
Incito Schools,"877 North Sarival Road, Goodyear, AZ 85338",40088503410,,1
Great Hearts Academies - Archway Cicero,"3102 N. 56th Street, Phoenix, AZ 85018",40088603407,,1
Vista College Preparatory,"812 S. 6th Avenue, Phoenix, AZ 85003",40088703415,,1
Vista College Prep - Maryvale,"4520 West McDowell Road, Phoenix, AZ 85035",40088703561,,1
Great Hearts Academies - Archway Arete,"4525 E. Baseline Road, Gilbert, AZ 85234",40088803412,,1
The Rising School,"7444 East Broadway Blvd, Tucson, AZ 85710",40088903459,,1
ASU Preparatory Academy - Phoenix Middle School,"735 E. Fillmore St., Phoenix, AZ 85006",40089003367,,1
Academy of Mathematics and Science South,"3335 W. Flower St., Phoenix, AZ 85017",40089103399,,1
Legacy Traditional School - Casa Grande,"1274 E. ONeil Dr, Casa Grande, AZ 85122",40089203012,,1
Hirsch Academy A Challenge Foundation,"6535 East Osborn Road, Scottsdale, AZ 85251",40089303382,,1
Desert Mirage Preparatory Academy,"13226 North 113th Avenue, Youngtown, AZ 85363",40089403379,,1
Reyes Maria Ruiz Leadership Academy,"4848 S. 2nd St., Phoenix, AZ 85040",40089502450,,1
BASIS Ahwatukee,"10210 S. 50th Place, Phoenix, AZ 85044",40089703376,,1
BASIS Mesa,"5010 S. Eastmark Parkway, Mesa, AZ 85212",40089803393,,1
Legacy Traditional Charter School - Gilbert,"2747 S. Recker Rd, Gilbert, AZ 85295",40089903392,,1
Great Hearts Academies - Cicero Prep,"7205 N. Pima Rd., Scottsdale, AZ 85258",40090003404,,1
The Farm at Mission Montessori Academy,"4530 E. Gold Dust Ave, Phoenix, AZ 85028",40090203413,,1
BASIS Prescott,"1901 Prescott Lakes Pkwy, Prescott, AZ 86301",40090303418,,1
Sequoia Pathway Academy,"19265 N. Porter Rd., Maricopa, AZ 85238",40090403048,,1
BASIS Oro Valley Primary,"11155 N Oracle Rd, Oro Valley, AZ 85737",40090503419,,1
Las Puertas Community School,"100 W. 37th Street, Tucson, AZ 85713",40090703427,,1
Madison Highland Prep,"1431 E. Campbell Ave, Phoenix, AZ 85014",40090903461,,1
Ash Fork Elementary School,"46999 N. Fifth Street, Ash Fork, AZ 86320",40091000047,,1
Ash Fork High School,"46999 N. Fifth Street, Ash Fork, AZ 86320",40091000048,,1
Ash Fork Middle School,"46999 N. Fifth Street, Ash Fork, AZ 86320",40091001059,,1
Heritage Academy Queen Creek,"19630 E.Germann Road, Queen Creek, AZ 85242",40091103440,,1
EAGLE College Preparatory School- Mesa,"1619 E. Main St., Mesa, AZ 85203",40091203443,,1
Arizona Autism Charter School,"4433 N. 7th St., Phoenix, AZ 85014",40091303455,,1
Arizona Autism Charter School  Upper School Campus,"1445 E. Indian School Rd., Phoenix, AZ 85014",40091303512,,1
Franklin Phonetic Primary School-Sunnyslope,"9317 N 2nd Street, Phoenix, AZ 85020",40091403452,,1
CASA Academy,"1500 W. Maryland Ave., Phoenix, AZ 85015",40091503422,,1
EAGLE College Prep Maryvale,"3950 N 53rd Ave, Phoenix, AZ 85031",40091603437,,1
Copper Point High School,"732 West Roger Road, Tucson, AZ 85705",40091703433,,1
Arizona Language Preparatory,"4645 E. Marilyn Rd., Phoenix, AZ 85032",40091803426,,1
Great Hearts Academies - Lincoln Prep,"2250 S. Gilbert Road, Chandler, AZ 85286",40091903472,,1
STEDY- Vista HS Satellite,"2350 South Virginia Drive, Yuma, AZ 85364",40092003465,,1
STEDY- Cibola High School Satellite,"4100 West 20th Street, Yuma, AZ 85354",40092003469,,1
STEDY- Antelope HS Satellite,"9168 South Avenue 36E, Wellton, AZ 85356",40092003470,,1
STEDY- Yuma HS Satellite,"400 South Sixth Avenue, Yuma, AZ 85364",40092003473,,1
STEDY- Kofa HS Satellite,"3100 S Avenue A, Yuma, AZ 85364",40092003481,,1
STEDY- San Luis HS Satellite,"1250 North 8th Avenue, San Luis, AZ 85349",40092003486,,1
STEDY- Gila Ridge HS Satellite,"7150 E 24th Street, Yuma, AZ 85365",40092003488,,1
STEDY- Arizona Western College,"2020 S 8E Avenue, Yuma, AZ 85364",40092003571,,1
STEDY- Desert View Academy,"3777 W. 22nd Lane, Yuma, AZ 85364",40092003574,,1
STEDY- Central Campus,"291 South Main Street, Yuma, AZ 85364",40092003577,,1
Horizon Honors Elementary School,"16233 South 48th Street, Phoenix, AZ 85048",40092103428,,1
Desert Star Academy,"5635 Hwy 95, Fort Mohave, AZ 86426",40092203458,,1
SySTEM Phoenix,"1301 East Almeria Road, Phoenix, AZ 85006",40092303453,,1
Western School of Science and Technology,"6515 W. Indian School Rd., Phoenix, AZ 85033",40092403436,,1
Great Hearts Academies - Archway Lincoln,"2250 S. Gilbert Rd., Chandler, AZ 85286",40092503464,,1
Heritage Academy Laveen,"4275 W. Baseline Road, Laveen, AZ 85339",40092603451,,1
Legacy Traditional School - Queen Creek,"41800 N. Barnes Pkwy, Queen Creek, AZ 85140",40092703190,,1
Noah Webster Schools-Pima,"5399 North Pima Road, Scottsdale, AZ 85250",40092903406,,1
Great Hearts Academies - Archway Trivium East,"14130 W. McDowell Rd, Goodyear, AZ 85395",40093003462,,1
Legacy Traditional School - Surprise,"14506 W. Sweetwater Ave., Surprise, AZ 85379",40093303496,,1
Self Development Academy-Phoenix,"1515 E. Indian School Rd., Phoenix, AZ 85014",40093403493,,1
BASIS Chandler Primary- South Campus,"204 W. Chandler Heights Rd., Chandler, AZ 85248",40093603484,,1
BASIS Scottsdale Primary,"11735 N. Scottsdale Rd., Scottsdale, AZ 85254",40093703482,,1
Create Academy,"2645 N. 24th St., Phoenix, AZ 85008",40093803476,,1
AIM Higher College Prep Academy,"4848 South 2nd Street, Phoenix, AZ 85040",40093903495,,1
Academy of Math and Science Camelback,"6633 W. Camelback Rd., Phoenix, AZ 85033",40094003499,,1
BASIS Goodyear,"15800 W Sherman Street, Goodyear, AZ 85338",40094103502,,1
Ethos Academy- A Challenge Foundation Academy,"8840 North 43rd Avenue, Glendale, AZ 85302",40094203497,,1
BASIS Goodyear Primary,"15800 W. Sherman St., Goodyear, AZ 85338",40094303498,,1
Leman Academy of Excellence,"7720 N Silverbell Rd, Tucson, AZ 85743",40094403503,,1
Leman Academy of Excellence-Oro Valley Arizona,"1410 W Tangerine Road, Oro Valley, AZ 85755",40094403504,,1
Leman Academy of Excellence-Sierra Vista,"1000 E Wilcox Dr, Sierra Vista, AZ 85635",40094403542,,1
Leman Virtual Academy,"7720 N Silverbell Rd, Tucson, AZ 85743",40094403547,,1
Pensar Academy,"12843 W Redondo Dr., Litchfield Park, AZ 85340",40094503518,,1
Phoenix Collegiate Academy High School,"4445 S. 12th Street, Phoenix, AZ 85040",40094603375,,1
ASU Preparatory Academy - Casa Grande HS,"2612 West Gila Bend Highway, Casa Grande, AZ 85193",40094703526,,1
Legacy Traditional School - Glendale,"13091 North 67th Avenue, Glendale, AZ 85306",40094803523,,1
Painted Desert Montessori  LLC,"2400 S. 247TH AVE, Buckeye, AZ 85326",40094903520,,1
Pathways in Education,"2226 N. 7th St., Phoenix, AZ 85006",40095003508,,1
Legacy Traditional School - Peoria,"7877 W Hillcrest Blvd, Peoria, AZ 85383",40095103532,,1
Colegio Petite Arizona,"850 North Morely Ave, Nogales, AZ 85621",40095203514,,1
The Grande Innovation,"950 N. Peart Rd., Casa Grande, AZ 85122",40095303527,,1
Legacy Traditional School - North Chandler,"1900 North McQueen Road, Chandler, AZ 85225",40095403513,,1
Maricopa Institute of Technology,"3900 S 55th Avenue, Phoenix, AZ 85043",40095503519,,1
Phoenix Collegiate Academy Elementary  LLC,"40 East Hildago Avenue, Phoenix, AZ 85040",40095603505,,1
BASIS Chandler Primary - North Campus,"1800 E. Chandler Blvd., Chandler, AZ 85225",40095803534,,1
Michael Anderson,"45 S. Third Ave., Avondale, AZ 85323",40096000049,,1
Lattie Coor,"220 W. La Canada Blvd, Avondale, AZ 85323",40096000051,,1
Eliseo C. Felix School,"540 E. La Pasada, Goodyear, AZ 85338",40096001154,,1
Wildflower School,"325 S. Wildflower Drive, Goodyear, AZ 85338",40096001878,,1
Desert Star,"2131 South 157th Avenue, Goodyear, AZ 85338",40096002255,,1
Desert Thunder,"16750 W. Garfield Drive, Goodyear, AZ 85338",40096002381,,1
Centerra Mirage STEM Academy,"15151 West Centerra Drive Sout, Goodyear, AZ 85338",40096002494,,1
Copper Trails,"16875 West Canyon Trails Blvd., Goodyear, AZ 85338",40096002880,,1
Avondale Middle School,"1406 N. Central Avenue, Avondale, AZ 85323",40096003387,,1
BASIS Phoenix South Primary,"5700 S. 19th Ave., Phoenix, AZ 85041",40096103550,,1
BASIS Peoria Primary,"25950 North Lake Pleasant Park, Peoria, AZ 85383",40096303558,,1
Synergy Public School,"2701 West Bethany Home Road, Phoenix, AZ 85017",40096403553,,1
ASU Preparatory Academy Digital,"1130 E University Dr, Tempe, AZ 85281",40096503556,,1
Highland Prep,"15600 W Hearn Rd., Surprise, AZ 85379",40096603572,,1
BASIS Phoenix Primary,"11850 N 32nd St, Phoenix, AZ 85028",40096703560,,1
Victory Collegiate Academy,"3535 N. 63rd, Phoenix, AZ 85033",40096803562,,1
Arizona Agribusiness & Equine Center  Inc. - Mesa,"1833 W. Southern Ave, Mesa, AZ 85202",40096903543,,1
RCB College Preparatory Academy,"7033 W. Catus Road, Peoria, AZ 85381",40097003546,,1
ASU Preparatory Academy Tempe,"500 W Guadalupe Rd, Tempe, AZ 85283",40097103567,,1
Bagdad Elementary School,"515 Breezy Circle, Bagdad, AZ 86321",40100000052,,1
Bagdad Middle / Senior High School,"515 Breezy Circle, Bagdad, AZ 86321",40100000053,,1
Balsz Elementary School,"4309 E Belleview Street, Phoenix, AZ 85008",40105000054,,1
David Crockett Elementary School,"501 N. 36th Street, Phoenix, AZ 85008",40105000055,,1
Griffith Elementary School,"4505 East Palm Lane, Phoenix, AZ 85008",40105000056,,1
Brunson-Lee Elementary School,"1350 N. 48th Street, Phoenix, AZ 85008",40105003142,,1
Orangedale Early Learning Center,"5048 E Oak St, Phoenix, AZ 85008",40105003374,,1
Beaver Creek School,"4810 E. Beaver Creek Road, Rimrock, AZ 86335",40108000059,,1
Salome High School,"67488 E Salome Rd, Salome, AZ 85348",40116000062,,1
Bisbee High School,"675 School Terrace Rd., Bisbee, AZ 85603",40118000063,,1
Lowell School,"100 Old Douglas Road, Bisbee, AZ 85603",40118000064,,1
Greenway Primary School,"98 Cole Ave, Bisbee, AZ 85603",40118000066,,1
Blue Elementary School,"80 Turkey Creek Rd, Blue, AZ 85922",40123000069,,1
Bonita Elementary School,"18008 S Ft Grant Rd, Willcox, AZ 85643",40126000070,,1
Bouse Elementary School,"44936 Joshua Drive, Bouse, AZ 85325",40129000071,,1
Bowie Elementary School,"315 W. 5th Street, Bowie, AZ 85605",40133000072,,1
Bowie High School,"315W. 5th Street, Bowie, AZ 85605",40133000073,,1
Sundance Elementary,"23800 West Hadley, Buckeye, AZ 85326",40138002490,,1
Buckeye Elementary School,"211 S 7th Street, Buckeye, AZ 85326",40138002492,,1
Westpark Elementary School,"2700 South 257th Drive, Buckeye, AZ 85326",40138002642,,1
Steven R. Jasinski Elementary School,"4280 S. 246th Ave, Buckeye, AZ 85326",40138002836,,1
Inca Elementary School,"23601 West Durango Street, Buckeye, AZ 85326",40138003052,,1
Bales Elementary School,"25400 W. Maricopa Rd., Buckeye, AZ 85326",40138003123,,1
Marionneaux Elementary School,"21455 W Roeser Rd, Buckeye, AZ 85326",40138003575,,1
Buckeye Union High School,"902 Eason Avenue, Buckeye, AZ 85326",40141000075,,1
Estrella Foothills High School,"13033 S Estrella Parkway, Goodyear, AZ 85338",40141002137,,1
Youngker High School,"3000 S. Apache Road, Buckeye, AZ 85326",40141002786,,1
BUHSD Institute of Online Learning,"751 N. 215th Ave, Buckeye, AZ 85326",40141003320,,1
Carmichael Elementary School,"701 NE Carmichael Avenue, Sierra Vista, AZ 85635",40146000077,,1
Joyce Clark Middle School,"1045 S. Lenzner Ave, Sierra Vista, AZ 85635",40146000078,,1
Village Meadows Elementary School,"905 El Camino Real, Sierra Vista, AZ 85635",40146000080,,1
Buena High School,"5225 E. Buena School Blvd., Sierra Vista, AZ 85635",40146000081,,1
Pueblo Del Sol Elementary School,"5130 Paseo Las Palmas, Sierra Vista, AZ 85635",40146001050,,1
Town & Country Elementary School,"1313 S. Lenzner Ave, Sierra Vista, AZ 85635",40146001051,,1
Huachuca Mountain Elementary School,"3228 Saint Andrews Drive, Sierra Vista, AZ 85650",40146001356,,1
Bella Vista Elementary School,"801 N. Lenzner, Sierra Vista, AZ 85635",40146003062,,1
Carmichael Elementary Preschool,"701 N.E. Carmichael, Sierra Vista, AZ 85635",40146003380,,1
Sierra Vista Online,"3555 East Fry Boulevard, Sierra Vista, AZ 85635",40146003524,,1
Bullhead City Jr High School,"1062 Hancock Road, Bullhead City, AZ 86442",40150000085,,1
Coyote Canyon School,"1820 Lakeside Drive, Bullhead City, AZ 86442",40150000855,,1
Desert Valley School,"1066 Marina Blvd, Bullhead City, AZ 86442",40150001053,,1
Diamondback Elementary School,"2550 Tesota Way, Bullhead City, AZ 86442",40150001528,,1
Fox Creek Jr High School,"3101 Desert Sky Boulevard, Bullhead City, AZ 86442",40150001757,,1
Sunrise Elementary,"2645 West Landon Drive, Bullhead City, AZ 86429",40150002184,,1
Camp Verde Elementary School,"200 Camp Lincoln Road, Camp Verde, AZ 86322",40160000086,,1
Camp Verde High School,"1326 Montezuma Castle Rd., Camp Verde, AZ 86322",40160000087,,1
Camp Verde Middle School,"370 Camp Lincoln, Camp Verde, AZ 86322",40160001529,,1
South Verde Technology Magnet,"462 South Main Street, Camp Verde, AZ 86322",40160003053,,1
Camp Verde Accommodation School,"462 South Main Street, Camp Verde, AZ 86322",40160003173,,1
Canon School,"34360 So. School Loop Rd., Black Canyon City, AZ 85324",40165000088,,1
Cartwright School,"2825 N. 59th Avenue, Phoenix, AZ 85031",40168000089,,1
Charles W. Harris School,"2252 North 55th Avenue, Phoenix, AZ 85035",40168000091,,1
Desert Sands Middle School,"6308 W Campbell  Avenue, Phoenix, AZ 85033",40168000092,,1
Estrella Middle School,"3733 N 75th Ave, Phoenix, AZ 85033",40168000093,,1
Frank Borman School,"3637 N. 55th Ave., Phoenix, AZ 85033",40168000094,,1
Glenn L. Downs School,"3611 North 47th Ave, Phoenix, AZ 85031",40168000095,,1
Heatherbrae School,"7070 West Heatherbrae Drive, Phoenix, AZ 85033",40168000096,,1
Holiday Park School,"4417 N. 66th Ave., Phoenix, AZ 85033",40168000097,,1
John F. Long,"4407 North 55th. Avenue, Phoenix, AZ 85031",40168000098,,1
Justine Spitalny School,"3201 N 46th Dr., Phoenix, AZ 85031",40168000100,,1
Palm Lane,"2043 N.  64th Dr., Phoenix, AZ 85035",40168000101,,1
Peralta School,"7125 W. Encanto Blvd., Phoenix, AZ 85035",40168000102,,1
Starlight Park School,"7960 W. Osborn Rd., Phoenix, AZ 85033",40168000104,,1
Sunset School,"6602 W. Osborn Road, Phoenix, AZ 85033",40168000105,,1
Byron A. Barry School,"2533 N. 60th Ave, Phoenix, AZ 85035",40168001054,,1
Tomahawk School,"7820 West Turney Avenue, Phoenix, AZ 85033",40168001055,,1
G. Frank Davidson,"6935 W. Osborn Rd, Phoenix, AZ 85033",40168001709,,1
Marc T. Atkinson Middle School,"4315 N. Maryvale Pkwy., Phoenix, AZ 85031",40168002005,,1
Bret R. Tarver,"4308 N. 51st AvenueSuite 102, Phoenix, AZ 85031",40168002135,,1
Raul H. Castro Middle School,"2730 N. 79th Avenue, Phoenix, AZ 85035",40168002904,,1
Manuel Pena Jr. School,"2550 N. 79th Avenue, Phoenix, AZ 85035",40168003122,,1
Casa Grande Middle School,"300 W Mc Murray Blvd, Casa Grande, AZ 85222",40171000106,,1
Cottonwood Elementary School,"1667 N Kadota Ave, Casa Grande, AZ 85122",40171000107,,1
Evergreen Elementary School,"1000 N Amarillo, Casa Grande, AZ 85122",40171000109,,1
Palo Verde School,"40 N. Roosevelt, Casa Grande, AZ 85222",40171000111,,1
Saguaro Elementary School,"1501 North Center Avenue, Casa Grande, AZ 85222",40171000112,,1
Mesquite Elementary School,"129 N Arizola Rd, Casa Grande, AZ 85222",40171001027,,1
Cholla Elementary School,"1180 E Kortsen Rd, Casa Grande, AZ 85222",40171001056,,1
Ironwood School,"1460 N. Pinal Avenue, Casa Grande, AZ 85222",40171001357,,1
Cactus Middle School,"1220 E. Kortsen Road, Casa Grande, AZ 85222",40171002213,,1
Desert Willow Elementary School,"2172 N. Arizola Rd., Casa Grande, AZ 85222",40171002574,,1
McCartney Ranch Elementary School,"2631 N. Brown Avenue, Casa Grande, AZ 85222",40171002865,,1
Villago Middle School,"574 E. Lakeside Parkway, Casa Grande, AZ 85222",40171002872,,1
Early Childhood Learning Center,"390 East Lakeside Parkway, Casa Grande, AZ 85222",40171003201,,1
Casa Grande Union High School,"2730 North Trekell Road, Casa Grande, AZ 85222",40174000113,,1
Vista Grande High School,"1556 N. Arizola Road, Casa Grande, AZ 85222",40174002909,,1
Catalina Foothills High School,"4300 E Sunrise Dr, Tucson, AZ 85718",40176000011,,1
Orange Grove Middle School,"1911 E Orange Grove Rd, Tucson, AZ 85718",40176000116,,1
Sunrise Drive Elementary School,"5301 E. Sunrise Drive, Tucson, AZ 85718",40176000117,,1
Ventana Vista Elementary School,"6085 N Kolb Rd, Tucson, AZ 85750",40176001002,,1
Manzanita School,"3000 E. Manzanita Ave., Tucson, AZ 85718",40176001032,,1
Canyon View Elementary School,"5725 N. Sabino Canyon Rd., Tucson, AZ 85750",40176001358,,1
Esperero Canyon Middle School,"5801 N Sabino Canyon Rd, Tucson, AZ 85750",40176001487,,1
Catalina Foothills Valley View Early Learning Center,"3435 E. Sunrise Drive, Tucson, AZ 85718",40176001531,,1
Jeddito School,"Mile Post 408 Highway 264, Jeddito, AZ 86034",40181000325,,1
White Cone High School,"Highway 77 Mile Post 31.2, White Cone, AZ 86031",40181002544,,1
Sanborn Elementary School,"700 N Superstition Blvd, Chandler, AZ 85225",40187000013,,1
Chandler High School,"350 N. Arizona Av., Chandler, AZ 85225",40187000123,,1
San Marcos Elementary School,"451 West Frye Road, Chandler, AZ 85225",40187000125,,1
Galveston Elementary School,"661 East Galveston Street, Chandler, AZ 85225",40187000128,,1
Hartford Sylvia Encinas Elementary,"700 N Hartford St, Chandler, AZ 85225",40187000129,,1
Knox Gifted Academy,"700 W Orchid Ln, Chandler, AZ 85225",40187000131,,1
Willis Junior High School,"401 S. McQueen Road, Chandler, AZ 85225",40187000133,,1
Dr Howard K Conley Elementary School,"500 S Arrowhead Dr, Chandler, AZ 85224",40187000615,,1
Frye Elementary School,"801 E Frye Rd, Chandler, AZ 85225",40187001058,,1
Weinberg Elementary School,"5245 South Val Vista Drive, Gilbert, AZ 85298",40187001155,,1
