NCESSCH	URL_2019
480028000000.0	https://rhodesschool.org/
480028000000.0	http://www.stepcharter.org/
480026000000.0	http://www.kippaustin.org/schools/kipp-austin-brave-high-school
480026000000.0	http://www.kippaustin.org/schools/kipp-austin-leadership-elementary
480026000000.0	http://www.kippaustin.org/schools/kipp-austin-obras
480026000000.0	http://www.kippaustin.org/schools/kipp-austin-vista-middle-school
480026000000.0	http://www.kippaustin.org/schools/kipp-austin-beacon-prep
480026000000.0	http://www.kippaustin.org/schools/kipp-austin-connections
480026000000.0	http://www.kippaustin.org/schools-and-programs/grades-k-4/kipp-austin-comunidad/
480026000000.0	http://www.kippaustin.org/schools/kipp-austin-academy-arts-letters
480026000000.0	http://www.kippaustin.org/schools/kipp-austin-collegiate
480026000000.0	http://kippaustin.org/schools-and-programs/grades-5-8/kipp-austin-college-prep/
480026000000.0	https://kippdfw.org/schools/kipp-pleasant-grove-primary
480026000000.0	https://kippdfw.org/schools/kipp-destiny-middle-school
480026000000.0	http://www.kippdfw.org/school-and-programs/kipp-truth-elementary
480026000000.0	http://www.kippdfw.org/school-and-programs/kipp-destiny-elementary
480026000000.0	https://kippdfw.org/schools/kipp-truth-academy
480026000000.0	https://www.upbring.org/programs-and-services/childrens-centers/unaccompanied-children/new-hope/
480026000000.0	http://www.trinitycharterschools.org/our-schools/bokenkamp-campus/
480026000000.0	http://www.azleway.org/
480026000000.0	http://www.trinitycharterschools.org/
480026000000.0	http://www.trinitycharterschools.org/
480026000000.0	http://kippsa.org/our-schools/kipp-poder-academy/
480026000000.0	http://kippsa.org/our-schools/kipp-esperanza-dual-language-academy/
480026000000.0	http://kippsa.org/our-schools/kipp-un-mundo-dual-language-academy/
480026000000.0	http://www.kippsa.org/our-schools/kipp-camino-academy/
480026000000.0	http://kippsa.org/our-schools/kipp-university-prep/
480026000000.0	http://kippsa.org/our-schools/kipp-aspire-academy/
480024000000.0	https://www.bakerripley.org/services/the-new-neighbor-school
480024000000.0	https://www.bakerripley.org/services/promise-community-school-at-ripley-house-middle-school
480024000000.0	https://www.bakerripley.org/services/promise-community-school-at-baker-ripley
480024000000.0	https://www.bakerripley.org/services/promise-community-school-at-ripley-house-elementary-school
480024000000.0	https://www.goldenruledallas.org/
480024000000.0	https://www.goldenruledallas.org/
480024000000.0	http://www.goldenruledallas.org/
480024000000.0	https://www.goldenruledallas.org/
480024000000.0	https://www.goldenruledallas.org/
480023000000.0	https://cedars-academy.org/
480021000000.0	https://www.panolaschools.net/apps/pages/index.jsp?uREC_ID=287423&type=d&pREC_ID=661505
480021000000.0	https://www.panolaschools.net/apps/pages/index.jsp?uREC_ID=287425&type=d&pREC_ID=661548
480021000000.0	https://www.panolaschools.net/
480021000000.0	http://www.yesprep.org/schools/southside
480021000000.0	http://www.yesprep.org/schools/north-forest
480021000000.0	http://www.yesprep.org/schools/white-oak
480021000000.0	http://www.yesprep.org/schools/fifth-ward
480021000000.0	http://www.yesprep.org/schools/northside
480021000000.0	http://www.yesprep.org/schools/west
480021000000.0	http://www.yesprep.org/schools/brays-oaks
480021000000.0	http://www.yesprep.org/schools/gulfton
480021000000.0	http://www.yesprep.org/schools/east-end
480021000000.0	http://www.yesprep.org/schools/southwest
480021000000.0	http://www.yesprep.org/schools/north-central
480021000000.0	http://www.yesprep.org/schools/southeast
480021000000.0	https://premierhighschools.com/texarkana/
480021000000.0	https://premierhighschools.com/houstonnorth/
480021000000.0	https://premierhighschools.com/elpasoeast/
480021000000.0	https://premierhighschools.com/edinburg/
480021000000.0	https://premierhighschools.com/pflugerville/
480021000000.0	https://premierhighschools.com/amarillo/
480021000000.0	https://premierhighschools.com/dayton/
480021000000.0	https://premierhighschools.com/granbury/
480021000000.0	https://premierhighschools.com/newbraunfels/
480021000000.0	https://premierhighschools.com/elpasowest/
480021000000.0	https://premierhighschools.com/austinnorth/
480021000000.0	https://premierhighschools.com/mission/
480021000000.0	https://premierhighschools.com/austinsouth/
480021000000.0	https://premierhighschools.com/laredo/
480021000000.0	https://premierhighschools.com/delrio/
480021000000.0	https://premierhighschools.com/abilene/
480021000000.0	https://premierhighschools.com/fortworth/
480021000000.0	https://premierhighschools.com/waco/
480021000000.0	https://premierhighschools.com/lubbock/
480021000000.0	https://premierhighschools.com/austinayw
480021000000.0	https://premierhighschools.com/sanantoniowest/
480020000000.0	https://www.winfreeacademy.com/
480020000000.0	https://www.winfreeacademy.com/
480020000000.0	https://www.winfreeacademy.com/
480020000000.0	https://www.winfreeacademy.com/
480020000000.0	https://www.novaacademy.org/
480020000000.0	https://www.vanguardacademy.education/
480020000000.0	https://picasso-elementary.vanguardacademy.education/
480019000000.0	https://wonderlandinc.org/
480019000000.0	http://www.ntxca.org/
480019000000.0	https://www.ntxca.org/vnews/display.v/SEC/South%20Campus
480019000000.0	http://www.ntxca.org/
480018000000.0	http://jwb.jubileeacademies.org/
480018000000.0	http://www.jubileeacademiccenter.com/harlingen-leadership-academy/
480018000000.0	http://www.jubileeacademiccenter.com/highland-park/
480018000000.0	http://www.jubileeacademiccenter.com/alamo-leadership-academy/
480016000000.0	https://responsiveed.com/foundersleander/
480016000000.0	https://responsiveed.com/ischooluniversitypark/
480016000000.0	http://responsiveed.com/questcoppell/
480016000000.0	https://edinburg-classical.responsiveed.com/#utm_source=GMB%20Page&utm_medium=EdinburgCA&utm_campaign=gmb_page
480016000000.0	https://founders-lewisville.responsiveed.com/#utm_source=GMB%20Page&utm_medium=FCALewisville&utm_campaign=gmb_page
480016000000.0	https://foundationautism.responsiveed.com/#utm_source=GMB%20Page&utm_medium=FoundationAutism&utm_campaign=gmb_page
480016000000.0	https://clay-classical.responsiveed.com/#utm_source=GMB%20Page&utm_medium=ClayCA&utm_campaign=gmb_page
480016000000.0	https://stem-lewisville.responsiveed.com/#utm_source=GMB%20Page&utm_medium=StemLewisville&utm_campaign=gmb_page
480016000000.0	https://garland-classical.responsiveed.com/#utm_source=GMB%20Page&utm_medium=GarlandCA&utm_campaign=gmb_page
480016000000.0	https://ischool-lewisville.responsiveed.com/#utm_source=GMB%20Page&utm_medium=iSchoolLewisville&utm_campaign=gmb_page
