NCESSCH	URL
60720000664	http://castlemont.campbellusd.org/
170993006243	http://catalystschools.org/maria
62271011312	http://catchcharter.org/
62853013125	http://cava.k12.com/
61869010705	http://cava.k12.com/
60318011996	http://cava.k12.com/
64200012034	http://cava.k12.com/
62382013132	http://cava.k12.com/
63768010641	http://cava.k12.com/
62703013191	http://cava.k12.com/
61887011787	http://cava.k12.com/
62154011478	http://cava.k12.com/
62469013698	http://cava.k12.com/
390053305243	http://cbaschool.org/
120018008128	http://cc.franklin-academy.org/
80336006449	http://cca-denver.org/
69100612762	http://cca.edcoe.org/
80492001760	http://ccaschool.net/
60133211072	http://cccs-sacramento.org/
60000113904	http://cccs-sacramento.org/
220054000628	http://ccesbr.org/
250002400516	http://cclighthouseschool.org/
110003500475	http://ccpcs.org/
110003500253	http://ccpcs.org/
110003500464	http://ccpcs.org/
120087008059	http://ccsetampa.org/
120087007474	http://ccsetampa.org/
390026304803	http://cda.pleasantlocalschools.org/
420010800692	http://cea-philly.org/
64356012910	http://ceca.yucaipaschools.com/
480007612994	http://cedarpark.prioritycharterschools.org/
480023213382	http://cedars-hs.org/index.html
110002900245	http://cedartree-dc.org/
40011101594	http://ceeschool.com/
62142010827	http://centurycommunitycharter.weebly.com/
40064102881	http://cfaphoenix.org/
370010802534	http://cfci.net/
40042901994	http://cgcsaz.com/
40019103434	http://championchandler.org/
120018007977	http://championshipacademy.org/
40019101909	http://championsouthmountain.org/
40085503275	http://chandler.legacytraditional.org/
260020901136	http://chandlerwoods.org/
40087203346	http://changemakerhighschool.org/
490004001130	http://channinghall.org/
480006408059	http://chaparralstaracademy.com/
370035703343	http://charlottelearningacademy.org/
260102808329	http://charltonhestonacademy.com/
440024000229	http://charter.cpsed.net/
62682003350	http://charter.ncsd.school/
63432003939	http://charterschool-sandiego.net/
480005512477	http://che.lifeschools.net/
481428011416	http://chechs.ccisd.net/
80291001152	http://cherrycreekacademy.org/
130174000724	http://chesnutcharter.com/
420085707437	http://chestercharterschoolforthearts.org/
260025201235	http://childdiscoverycenter.org/
61839012576	http://childrenofpromiseschools.com/
360106606303	http://childrensaidcollegeprep.org/
80309006622	http://childrenskiva.org/
120171003803	http://choicesinlearning.org/
270038904954	http://choiceta.org/
130246001083	http://chs.grady.k12.ga.us/
120138004392	http://chs.nwfsc.edu/
40009501114	http://chs.ypic.com/
69100601981	http://chsa.edcoe.org/
40090003404	http://ciceroprep.org
173451006154	http://cicsjackson.org/
130023904226	http://cirrusacademy.org/
390003202833	http://citizensacademy.org/
62271012708	http://citizensoftheworld.org/
110005300455	http://cityartspcs.org/
62271013067	http://citycharterschools.org/tcs/
390002901578	http://cityday.org/
290058503101	http://citygardenschool.org/
40040702404	http://cityhighschool.org/
240009001680	http://cityneighborshamilton.org/
480028811555	http://cityscapeschools.org/
40885001956	http://civ.vail.k12.az.us/
340009000829	http://cjcollegeprep.org/
551533001153	http://ckcs.verona.k12.wi.us/
340005200351	http://classicalacademy.org/
69100503940	http://claytonvalley.org/
390058405076	http://clevelandartsocsci.org/
390139705615	http://clevelandcollegeprep.org/
390010003820	http://cliffparkhigh.org/
130387001411	http://clubview.muscogee.k12.ga.us/
40003300703	http://clubzona.org/locations/mesa_arts_academy
240051001725	http://cmitelementary.org/
240051001726	http://cmitsouth.org/
40080003288	http://co.southwestvalleychamber.org/southwestvalleychamber/mem_odysseyacademy
450228001607	http://coastalmontessoricharter.org/
370041203415	http://coastalprep.teamcfa.school/
80270006630	http://coda.coloradoed.org/
80270006620	http://coda.coloradoed.org/
61440007479	http://coil.schoolwires.net/
240051001718	http://collegeparkacademy.com/
270031904320	http://cologneacademy.org/
80480002014	http://colorado.newamericaschool.org/about/campuses-lakewood/
80002001882	http://colorado.newamericaschool.org/about/campuses-lowry/
80002006310	http://coloradosprings.coloradoearlycolleges.org/
390030404841	http://columbushumanitiesata.org/
390030704844	http://columbuspreparatory.org/
90001400807	http://commongroundct.org/
80690000728	http://community.stargateschool.org/
80002001876	http://communityleadershipacademy.org/
180017702608	http://compass.doe.in.gov/dashboard/overview.aspx?type=school&id=5569
40075103213	http://concordiacharter.org/
50828000551	http://concordiachristianacademy.com/
150003000262	http://connectionscharterschool.org/
260021001144	http://connercreekeast.org/
250006001439	http://conservatorylab.org/
120108004933	http://copchs.com/
370032803255	http://cornerstone.teamcfa.school/
390008103441	http://cornerstoneacad.org/
61437012639	http://cornerstoneacademysj.org/
231480723136	http://cornvilleregionalcharterschool.org/
60987013204	http://coronadopathways.com/
350006001028	http://corralesis.org/
40023002171	http://cortezpark.org/home/
40037602313	http://cortezpark.org/home/
80270001944	http://cova.coloradoed.org/
480007613035	http://cove.prioritycharterschools.org/
62271012811	http://cpaschool.ss7.sharpschool.com/
62250013860	http://cpecschool.org/
40038202331	http://cplccommunityschools.org/
410450001831	http://craterlakecharter.org/
120162004139	http://crccs.putnamschools.org/
270002702340	http://crcs-school.org/
60994012635	http://credohigh.org/
62712013495	http://creeksidesquaw.org/
260029508653	http://crescentacademycharterschool.com/
220021402020	http://crescentleadershipacademy.com/
80570001511	http://crestone-charter-school.org/
420004800453	http://crispusattucks.org/
50774001509	http://crosscountyschools.com/elementary/
50774001537	http://crosscountyschools.com/highschool/
260015000911	http://crosscreekcharteracademy.org/
62271013749	http://crownprep.org/
220054000673	http://csalcharterschools.org/
220014802267	http://csalcharterschools.org/
80002001912	http://cscharter.org/
490007401190	http://cslewisacademy.net/
480027811303	http://ctacharter.com/
63804012734	http://cvcharter.org/
170993005894	http://cvcs.k12.com/
69100710789	http://cvwest.org/
550004102171	http://cyberschool-milwaukee.org/
120159008572	http://cypressjunction.org/
260017401442	http://daasdistrict.org
480009312248	http://dallascounty.org/
62271002949	http://darbyelementary.org/
350006000853	http://datacharter.org/
60861012425	http://davincicharter.org/
