#
# IDN Table for Korean
# Copyright 2015 CentralNic Ltd
#
# Table ID: ko
# Table type: Language
# Version: 1.0
# Published: 2011-05-12
# Referral URL: https://www.centralnic.com
#
# Policy Statement:
#
# No remarks.
#

U+B7E5 # 럥 HANGUL SYLLABLE RYAENG
U+B7E6 # 럦 HANGUL SYLLABLE RYAEJ
U+B7E7 # 럧 HANGUL SYLLABLE RYAEC
U+B7E8 # 럨 HANGUL SYLLABLE RYAEK
U+B7E9 # 럩 HANGUL SYLLABLE RYAET
U+B7EA # 럪 HANGUL SYLLABLE RYAEP
U+B7EB # 럫 HANGUL SYLLABLE RYAEH
U+B7EC # 러 HANGUL SYLLABLE REO
U+B7ED # 럭 HANGUL SYLLABLE REOG
U+B7EE # 럮 HANGUL SYLLABLE REOGG
U+B7EF # 럯 HANGUL SYLLABLE REOGS
U+B7F0 # 런 HANGUL SYLLABLE REON
U+B7F1 # 럱 HANGUL SYLLABLE REONJ
U+B7F2 # 럲 HANGUL SYLLABLE REONH
U+B7F3 # 럳 HANGUL SYLLABLE REOD
U+B7F4 # 럴 HANGUL SYLLABLE REOL
U+B7F5 # 럵 HANGUL SYLLABLE REOLG
U+B7F6 # 럶 HANGUL SYLLABLE REOLM
U+B7F7 # 럷 HANGUL SYLLABLE REOLB
U+B7F8 # 럸 HANGUL SYLLABLE REOLS
U+B7F9 # 럹 HANGUL SYLLABLE REOLT
U+B7FA # 럺 HANGUL SYLLABLE REOLP
U+B7FB # 럻 HANGUL SYLLABLE REOLH
U+B7FC # 럼 HANGUL SYLLABLE REOM
U+B7FD # 럽 HANGUL SYLLABLE REOB
U+B7FE # 럾 HANGUL SYLLABLE REOBS
U+B7FF # 럿 HANGUL SYLLABLE REOS
U+B800 # 렀 HANGUL SYLLABLE REOSS
U+B801 # 렁 HANGUL SYLLABLE REONG
U+B802 # 렂 HANGUL SYLLABLE REOJ
U+B803 # 렃 HANGUL SYLLABLE REOC
U+B804 # 렄 HANGUL SYLLABLE REOK
U+B805 # 렅 HANGUL SYLLABLE REOT
U+B806 # 렆 HANGUL SYLLABLE REOP
U+B807 # 렇 HANGUL SYLLABLE REOH
U+B808 # 레 HANGUL SYLLABLE RE
U+B809 # 렉 HANGUL SYLLABLE REG
U+B80A # 렊 HANGUL SYLLABLE REGG
U+B80B # 렋 HANGUL SYLLABLE REGS
U+B80C # 렌 HANGUL SYLLABLE REN
U+B80D # 렍 HANGUL SYLLABLE RENJ
U+B80E # 렎 HANGUL SYLLABLE RENH
U+B80F # 렏 HANGUL SYLLABLE RED
U+B810 # 렐 HANGUL SYLLABLE REL
U+B811 # 렑 HANGUL SYLLABLE RELG
U+B812 # 렒 HANGUL SYLLABLE RELM
U+B813 # 렓 HANGUL SYLLABLE RELB
U+B814 # 렔 HANGUL SYLLABLE RELS
U+B815 # 렕 HANGUL SYLLABLE RELT
U+B816 # 렖 HANGUL SYLLABLE RELP
U+B817 # 렗 HANGUL SYLLABLE RELH
U+B818 # 렘 HANGUL SYLLABLE REM
U+B819 # 렙 HANGUL SYLLABLE REB
U+B81A # 렚 HANGUL SYLLABLE REBS
U+B81B # 렛 HANGUL SYLLABLE RES
U+B81C # 렜 HANGUL SYLLABLE RESS
U+B81D # 렝 HANGUL SYLLABLE RENG
U+B81E # 렞 HANGUL SYLLABLE REJ
U+B81F # 렟 HANGUL SYLLABLE REC
U+B820 # 렠 HANGUL SYLLABLE REK
U+B821 # 렡 HANGUL SYLLABLE RET
U+B822 # 렢 HANGUL SYLLABLE REP
U+B823 # 렣 HANGUL SYLLABLE REH
U+B824 # 려 HANGUL SYLLABLE RYEO
U+B825 # 력 HANGUL SYLLABLE RYEOG
U+B826 # 렦 HANGUL SYLLABLE RYEOGG
U+B827 # 렧 HANGUL SYLLABLE RYEOGS
U+B828 # 련 HANGUL SYLLABLE RYEON
U+B829 # 렩 HANGUL SYLLABLE RYEONJ
U+B82A # 렪 HANGUL SYLLABLE RYEONH
U+B82B # 렫 HANGUL SYLLABLE RYEOD
U+B82C # 렬 HANGUL SYLLABLE RYEOL
U+B82D # 렭 HANGUL SYLLABLE RYEOLG
U+B82E # 렮 HANGUL SYLLABLE RYEOLM
U+B82F # 렯 HANGUL SYLLABLE RYEOLB
U+B830 # 렰 HANGUL SYLLABLE RYEOLS
U+B831 # 렱 HANGUL SYLLABLE RYEOLT
U+B832 # 렲 HANGUL SYLLABLE RYEOLP
U+B833 # 렳 HANGUL SYLLABLE RYEOLH
U+B834 # 렴 HANGUL SYLLABLE RYEOM
U+B835 # 렵 HANGUL SYLLABLE RYEOB
U+B836 # 렶 HANGUL SYLLABLE RYEOBS
U+B837 # 렷 HANGUL SYLLABLE RYEOS
U+B838 # 렸 HANGUL SYLLABLE RYEOSS
U+B839 # 령 HANGUL SYLLABLE RYEONG
U+B83A # 렺 HANGUL SYLLABLE RYEOJ
U+B83B # 렻 HANGUL SYLLABLE RYEOC
U+B83C # 렼 HANGUL SYLLABLE RYEOK
U+B83D # 렽 HANGUL SYLLABLE RYEOT
U+B83E # 렾 HANGUL SYLLABLE RYEOP
U+B83F # 렿 HANGUL SYLLABLE RYEOH
U+B840 # 례 HANGUL SYLLABLE RYE
U+B841 # 롁 HANGUL SYLLABLE RYEG
U+B842 # 롂 HANGUL SYLLABLE RYEGG
U+B843 # 롃 HANGUL SYLLABLE RYEGS
U+B844 # 롄 HANGUL SYLLABLE RYEN
U+B845 # 롅 HANGUL SYLLABLE RYENJ
U+B846 # 롆 HANGUL SYLLABLE RYENH
U+B847 # 롇 HANGUL SYLLABLE RYED
U+B848 # 롈 HANGUL SYLLABLE RYEL
U+B849 # 롉 HANGUL SYLLABLE RYELG
U+B84A # 롊 HANGUL SYLLABLE RYELM
U+B84B # 롋 HANGUL SYLLABLE RYELB
U+B84C # 롌 HANGUL SYLLABLE RYELS
U+B84D # 롍 HANGUL SYLLABLE RYELT
U+B84E # 롎 HANGUL SYLLABLE RYELP
U+B84F # 롏 HANGUL SYLLABLE RYELH
U+B850 # 롐 HANGUL SYLLABLE RYEM
U+B851 # 롑 HANGUL SYLLABLE RYEB
U+B852 # 롒 HANGUL SYLLABLE RYEBS
U+B853 # 롓 HANGUL SYLLABLE RYES
U+B854 # 롔 HANGUL SYLLABLE RYESS
U+B855 # 롕 HANGUL SYLLABLE RYENG
U+B856 # 롖 HANGUL SYLLABLE RYEJ
U+B857 # 롗 HANGUL SYLLABLE RYEC
U+B858 # 롘 HANGUL SYLLABLE RYEK
U+B859 # 롙 HANGUL SYLLABLE RYET
U+B85A # 롚 HANGUL SYLLABLE RYEP
U+B85B # 롛 HANGUL SYLLABLE RYEH
U+B85C # 로 HANGUL SYLLABLE RO
U+B85D # 록 HANGUL SYLLABLE ROG
U+B85E # 롞 HANGUL SYLLABLE ROGG
U+B85F # 롟 HANGUL SYLLABLE ROGS
U+B860 # 론 HANGUL SYLLABLE RON
U+B861 # 롡 HANGUL SYLLABLE RONJ
U+B862 # 롢 HANGUL SYLLABLE RONH
U+B863 # 롣 HANGUL SYLLABLE ROD
U+B864 # 롤 HANGUL SYLLABLE ROL
U+B865 # 롥 HANGUL SYLLABLE ROLG
U+B866 # 롦 HANGUL SYLLABLE ROLM
U+B867 # 롧 HANGUL SYLLABLE ROLB
U+B868 # 롨 HANGUL SYLLABLE ROLS
U+B869 # 롩 HANGUL SYLLABLE ROLT
U+B86A # 롪 HANGUL SYLLABLE ROLP
U+B86B # 롫 HANGUL SYLLABLE ROLH
U+B86C # 롬 HANGUL SYLLABLE ROM
U+B86D # 롭 HANGUL SYLLABLE ROB
U+B86E # 롮 HANGUL SYLLABLE ROBS
U+B86F # 롯 HANGUL SYLLABLE ROS
U+B870 # 롰 HANGUL SYLLABLE ROSS
U+B871 # 롱 HANGUL SYLLABLE RONG
U+B872 # 롲 HANGUL SYLLABLE ROJ
U+B873 # 롳 HANGUL SYLLABLE ROC
U+B874 # 롴 HANGUL SYLLABLE ROK
U+B875 # 롵 HANGUL SYLLABLE ROT
U+B876 # 롶 HANGUL SYLLABLE ROP
U+B877 # 롷 HANGUL SYLLABLE ROH
U+B878 # 롸 HANGUL SYLLABLE RWA
U+B879 # 롹 HANGUL SYLLABLE RWAG
U+B87A # 롺 HANGUL SYLLABLE RWAGG
U+B87B # 롻 HANGUL SYLLABLE RWAGS
U+B87C # 롼 HANGUL SYLLABLE RWAN
U+B87D # 롽 HANGUL SYLLABLE RWANJ
U+B87E # 롾 HANGUL SYLLABLE RWANH
U+B87F # 롿 HANGUL SYLLABLE RWAD
U+B880 # 뢀 HANGUL SYLLABLE RWAL
U+B881 # 뢁 HANGUL SYLLABLE RWALG
U+B882 # 뢂 HANGUL SYLLABLE RWALM
U+B883 # 뢃 HANGUL SYLLABLE RWALB
U+B884 # 뢄 HANGUL SYLLABLE RWALS
U+B885 # 뢅 HANGUL SYLLABLE RWALT
U+B886 # 뢆 HANGUL SYLLABLE RWALP
U+B887 # 뢇 HANGUL SYLLABLE RWALH
U+B888 # 뢈 HANGUL SYLLABLE RWAM
U+B889 # 뢉 HANGUL SYLLABLE RWAB
U+B88A # 뢊 HANGUL SYLLABLE RWABS
U+B88B # 뢋 HANGUL SYLLABLE RWAS
U+B88C # 뢌 HANGUL SYLLABLE RWASS
U+B88D # 뢍 HANGUL SYLLABLE RWANG
U+B88E # 뢎 HANGUL SYLLABLE RWAJ
U+B88F # 뢏 HANGUL SYLLABLE RWAC
U+B890 # 뢐 HANGUL SYLLABLE RWAK
U+B891 # 뢑 HANGUL SYLLABLE RWAT
U+B892 # 뢒 HANGUL SYLLABLE RWAP
U+B893 # 뢓 HANGUL SYLLABLE RWAH
U+B894 # 뢔 HANGUL SYLLABLE RWAE
U+B895 # 뢕 HANGUL SYLLABLE RWAEG
U+B896 # 뢖 HANGUL SYLLABLE RWAEGG
U+B897 # 뢗 HANGUL SYLLABLE RWAEGS
U+B898 # 뢘 HANGUL SYLLABLE RWAEN
U+B899 # 뢙 HANGUL SYLLABLE RWAENJ
U+B89A # 뢚 HANGUL SYLLABLE RWAENH
U+B89B # 뢛 HANGUL SYLLABLE RWAED
U+B89C # 뢜 HANGUL SYLLABLE RWAEL
U+B89D # 뢝 HANGUL SYLLABLE RWAELG
U+B89E # 뢞 HANGUL SYLLABLE RWAELM
U+B89F # 뢟 HANGUL SYLLABLE RWAELB
U+B8A0 # 뢠 HANGUL SYLLABLE RWAELS
U+B8A1 # 뢡 HANGUL SYLLABLE RWAELT
U+B8A2 # 뢢 HANGUL SYLLABLE RWAELP
U+B8A3 # 뢣 HANGUL SYLLABLE RWAELH
U+B8A4 # 뢤 HANGUL SYLLABLE RWAEM
U+B8A5 # 뢥 HANGUL SYLLABLE RWAEB
U+B8A6 # 뢦 HANGUL SYLLABLE RWAEBS
U+B8A7 # 뢧 HANGUL SYLLABLE RWAES
U+B8A8 # 뢨 HANGUL SYLLABLE RWAESS
U+B8A9 # 뢩 HANGUL SYLLABLE RWAENG
U+B8AA # 뢪 HANGUL SYLLABLE RWAEJ
U+B8AB # 뢫 HANGUL SYLLABLE RWAEC
U+B8AC # 뢬 HANGUL SYLLABLE RWAEK
U+B8AD # 뢭 HANGUL SYLLABLE RWAET
U+B8AE # 뢮 HANGUL SYLLABLE RWAEP
U+B8AF # 뢯 HANGUL SYLLABLE RWAEH
U+B8B0 # 뢰 HANGUL SYLLABLE ROE
U+B8B1 # 뢱 HANGUL SYLLABLE ROEG
U+B8B2 # 뢲 HANGUL SYLLABLE ROEGG
U+B8B3 # 뢳 HANGUL SYLLABLE ROEGS
U+B8B4 # 뢴 HANGUL SYLLABLE ROEN
U+B8B5 # 뢵 HANGUL SYLLABLE ROENJ
U+B8B6 # 뢶 HANGUL SYLLABLE ROENH
U+B8B7 # 뢷 HANGUL SYLLABLE ROED
U+B8B8 # 뢸 HANGUL SYLLABLE ROEL
U+B8B9 # 뢹 HANGUL SYLLABLE ROELG
U+B8BA # 뢺 HANGUL SYLLABLE ROELM
U+B8BB # 뢻 HANGUL SYLLABLE ROELB
U+B8BC # 뢼 HANGUL SYLLABLE ROELS
U+B8BD # 뢽 HANGUL SYLLABLE ROELT
U+B8BE # 뢾 HANGUL SYLLABLE ROELP
U+B8BF # 뢿 HANGUL SYLLABLE ROELH
U+B8C0 # 룀 HANGUL SYLLABLE ROEM
U+B8C1 # 룁 HANGUL SYLLABLE ROEB
U+B8C2 # 룂 HANGUL SYLLABLE ROEBS
U+B8C3 # 룃 HANGUL SYLLABLE ROES
U+B8C4 # 룄 HANGUL SYLLABLE ROESS
U+B8C5 # 룅 HANGUL SYLLABLE ROENG
U+B8C6 # 룆 HANGUL SYLLABLE ROEJ
U+B8C7 # 룇 HANGUL SYLLABLE ROEC
U+B8C8 # 룈 HANGUL SYLLABLE ROEK
U+B8C9 # 룉 HANGUL SYLLABLE ROET
U+B8CA # 룊 HANGUL SYLLABLE ROEP
U+B8CB # 룋 HANGUL SYLLABLE ROEH
U+B8CC # 료 HANGUL SYLLABLE RYO
U+B8CD # 룍 HANGUL SYLLABLE RYOG
U+B8CE # 룎 HANGUL SYLLABLE RYOGG
U+B8CF # 룏 HANGUL SYLLABLE RYOGS
U+B8D0 # 룐 HANGUL SYLLABLE RYON
U+B8D1 # 룑 HANGUL SYLLABLE RYONJ
U+B8D2 # 룒 HANGUL SYLLABLE RYONH
U+B8D3 # 룓 HANGUL SYLLABLE RYOD
U+B8D4 # 룔 HANGUL SYLLABLE RYOL
U+B8D5 # 룕 HANGUL SYLLABLE RYOLG
U+B8D6 # 룖 HANGUL SYLLABLE RYOLM
U+B8D7 # 룗 HANGUL SYLLABLE RYOLB
U+B8D8 # 룘 HANGUL SYLLABLE RYOLS
U+B8D9 # 룙 HANGUL SYLLABLE RYOLT
U+B8DA # 룚 HANGUL SYLLABLE RYOLP
U+B8DB # 룛 HANGUL SYLLABLE RYOLH
U+B8DC # 룜 HANGUL SYLLABLE RYOM
U+B8DD # 룝 HANGUL SYLLABLE RYOB
U+B8DE # 룞 HANGUL SYLLABLE RYOBS
U+B8DF # 룟 HANGUL SYLLABLE RYOS
U+B8E0 # 룠 HANGUL SYLLABLE RYOSS
U+B8E1 # 룡 HANGUL SYLLABLE RYONG
U+B8E2 # 룢 HANGUL SYLLABLE RYOJ
U+B8E3 # 룣 HANGUL SYLLABLE RYOC
U+B8E4 # 룤 HANGUL SYLLABLE RYOK
U+B8E5 # 룥 HANGUL SYLLABLE RYOT
U+B8E6 # 룦 HANGUL SYLLABLE RYOP
U+B8E7 # 룧 HANGUL SYLLABLE RYOH
U+B8E8 # 루 HANGUL SYLLABLE RU
U+B8E9 # 룩 HANGUL SYLLABLE RUG
U+B8EA # 룪 HANGUL SYLLABLE RUGG
U+B8EB # 룫 HANGUL SYLLABLE RUGS
U+B8EC # 룬 HANGUL SYLLABLE RUN
U+B8ED # 룭 HANGUL SYLLABLE RUNJ
U+B8EE # 룮 HANGUL SYLLABLE RUNH
U+B8EF # 룯 HANGUL SYLLABLE RUD
U+B8F0 # 룰 HANGUL SYLLABLE RUL
U+B8F1 # 룱 HANGUL SYLLABLE RULG
U+B8F2 # 룲 HANGUL SYLLABLE RULM
U+B8F3 # 룳 HANGUL SYLLABLE RULB
U+B8F4 # 룴 HANGUL SYLLABLE RULS
U+B8F5 # 룵 HANGUL SYLLABLE RULT
U+B8F6 # 룶 HANGUL SYLLABLE RULP
U+B8F7 # 룷 HANGUL SYLLABLE RULH
U+B8F8 # 룸 HANGUL SYLLABLE RUM
U+B8F9 # 룹 HANGUL SYLLABLE RUB
U+B8FA # 룺 HANGUL SYLLABLE RUBS
U+B8FB # 룻 HANGUL SYLLABLE RUS
U+B8FC # 룼 HANGUL SYLLABLE RUSS
U+B8FD # 룽 HANGUL SYLLABLE RUNG
U+B8FE # 룾 HANGUL SYLLABLE RUJ
U+B8FF # 룿 HANGUL SYLLABLE RUC
U+B900 # 뤀 HANGUL SYLLABLE RUK
U+B901 # 뤁 HANGUL SYLLABLE RUT
U+B902 # 뤂 HANGUL SYLLABLE RUP
U+B903 # 뤃 HANGUL SYLLABLE RUH
U+B904 # 뤄 HANGUL SYLLABLE RWEO
U+B905 # 뤅 HANGUL SYLLABLE RWEOG
U+B906 # 뤆 HANGUL SYLLABLE RWEOGG
U+B907 # 뤇 HANGUL SYLLABLE RWEOGS
U+B908 # 뤈 HANGUL SYLLABLE RWEON
U+B909 # 뤉 HANGUL SYLLABLE RWEONJ
U+B90A # 뤊 HANGUL SYLLABLE RWEONH
U+B90B # 뤋 HANGUL SYLLABLE RWEOD
U+B90C # 뤌 HANGUL SYLLABLE RWEOL
U+B90D # 뤍 HANGUL SYLLABLE RWEOLG
U+B90E # 뤎 HANGUL SYLLABLE RWEOLM
U+B90F # 뤏 HANGUL SYLLABLE RWEOLB
U+B910 # 뤐 HANGUL SYLLABLE RWEOLS
U+B911 # 뤑 HANGUL SYLLABLE RWEOLT
U+B912 # 뤒 HANGUL SYLLABLE RWEOLP
U+B913 # 뤓 HANGUL SYLLABLE RWEOLH
U+B914 # 뤔 HANGUL SYLLABLE RWEOM
U+B915 # 뤕 HANGUL SYLLABLE RWEOB
U+B916 # 뤖 HANGUL SYLLABLE RWEOBS
U+B917 # 뤗 HANGUL SYLLABLE RWEOS
U+B918 # 뤘 HANGUL SYLLABLE RWEOSS
U+B919 # 뤙 HANGUL SYLLABLE RWEONG
U+B91A # 뤚 HANGUL SYLLABLE RWEOJ
U+B91B # 뤛 HANGUL SYLLABLE RWEOC
U+B91C # 뤜 HANGUL SYLLABLE RWEOK
U+B91D # 뤝 HANGUL SYLLABLE RWEOT
U+B91E # 뤞 HANGUL SYLLABLE RWEOP
U+B91F # 뤟 HANGUL SYLLABLE RWEOH
U+B920 # 뤠 HANGUL SYLLABLE RWE
U+B921 # 뤡 HANGUL SYLLABLE RWEG
U+B922 # 뤢 HANGUL SYLLABLE RWEGG
U+B923 # 뤣 HANGUL SYLLABLE RWEGS
U+B924 # 뤤 HANGUL SYLLABLE RWEN
U+B925 # 뤥 HANGUL SYLLABLE RWENJ
U+B926 # 뤦 HANGUL SYLLABLE RWENH
U+B927 # 뤧 HANGUL SYLLABLE RWED
U+B928 # 뤨 HANGUL SYLLABLE RWEL
U+B929 # 뤩 HANGUL SYLLABLE RWELG
U+B92A # 뤪 HANGUL SYLLABLE RWELM
U+B92B # 뤫 HANGUL SYLLABLE RWELB
U+B92C # 뤬 HANGUL SYLLABLE RWELS
U+B92D # 뤭 HANGUL SYLLABLE RWELT
U+B92E # 뤮 HANGUL SYLLABLE RWELP
U+B92F # 뤯 HANGUL SYLLABLE RWELH
U+B930 # 뤰 HANGUL SYLLABLE RWEM
U+B931 # 뤱 HANGUL SYLLABLE RWEB
U+B932 # 뤲 HANGUL SYLLABLE RWEBS
U+B933 # 뤳 HANGUL SYLLABLE RWES
U+B934 # 뤴 HANGUL SYLLABLE RWESS
U+B935 # 뤵 HANGUL SYLLABLE RWENG
U+B936 # 뤶 HANGUL SYLLABLE RWEJ
U+B937 # 뤷 HANGUL SYLLABLE RWEC
U+B938 # 뤸 HANGUL SYLLABLE RWEK
U+B939 # 뤹 HANGUL SYLLABLE RWET
U+B93A # 뤺 HANGUL SYLLABLE RWEP
U+B93B # 뤻 HANGUL SYLLABLE RWEH
U+B93C # 뤼 HANGUL SYLLABLE RWI
U+B93D # 뤽 HANGUL SYLLABLE RWIG
U+B93E # 뤾 HANGUL SYLLABLE RWIGG
U+B93F # 뤿 HANGUL SYLLABLE RWIGS
U+B940 # 륀 HANGUL SYLLABLE RWIN
U+B941 # 륁 HANGUL SYLLABLE RWINJ
U+B942 # 륂 HANGUL SYLLABLE RWINH
U+B943 # 륃 HANGUL SYLLABLE RWID
U+B944 # 륄 HANGUL SYLLABLE RWIL
U+B945 # 륅 HANGUL SYLLABLE RWILG
U+B946 # 륆 HANGUL SYLLABLE RWILM
U+B947 # 륇 HANGUL SYLLABLE RWILB
U+B948 # 륈 HANGUL SYLLABLE RWILS
U+B949 # 륉 HANGUL SYLLABLE RWILT
U+B94A # 륊 HANGUL SYLLABLE RWILP
U+B94B # 륋 HANGUL SYLLABLE RWILH
U+B94C # 륌 HANGUL SYLLABLE RWIM
U+B94D # 륍 HANGUL SYLLABLE RWIB
U+B94E # 륎 HANGUL SYLLABLE RWIBS
U+B94F # 륏 HANGUL SYLLABLE RWIS
U+B950 # 륐 HANGUL SYLLABLE RWISS
U+B951 # 륑 HANGUL SYLLABLE RWING
U+B952 # 륒 HANGUL SYLLABLE RWIJ
U+B953 # 륓 HANGUL SYLLABLE RWIC
U+B954 # 륔 HANGUL SYLLABLE RWIK
U+B955 # 륕 HANGUL SYLLABLE RWIT
U+B956 # 륖 HANGUL SYLLABLE RWIP
U+B957 # 륗 HANGUL SYLLABLE RWIH
U+B958 # 류 HANGUL SYLLABLE RYU
U+B959 # 륙 HANGUL SYLLABLE RYUG
U+B95A # 륚 HANGUL SYLLABLE RYUGG
U+B95B # 륛 HANGUL SYLLABLE RYUGS
U+B95C # 륜 HANGUL SYLLABLE RYUN
U+B95D # 륝 HANGUL SYLLABLE RYUNJ
U+B95E # 륞 HANGUL SYLLABLE RYUNH
U+B95F # 륟 HANGUL SYLLABLE RYUD
U+B960 # 률 HANGUL SYLLABLE RYUL
U+B961 # 륡 HANGUL SYLLABLE RYULG
U+B962 # 륢 HANGUL SYLLABLE RYULM
U+B963 # 륣 HANGUL SYLLABLE RYULB
U+B964 # 륤 HANGUL SYLLABLE RYULS
U+B965 # 륥 HANGUL SYLLABLE RYULT
U+B966 # 륦 HANGUL SYLLABLE RYULP
U+B967 # 륧 HANGUL SYLLABLE RYULH
U+B968 # 륨 HANGUL SYLLABLE RYUM
U+B969 # 륩 HANGUL SYLLABLE RYUB
U+B96A # 륪 HANGUL SYLLABLE RYUBS
U+B96B # 륫 HANGUL SYLLABLE RYUS
U+B96C # 륬 HANGUL SYLLABLE RYUSS
U+B96D # 륭 HANGUL SYLLABLE RYUNG
U+B96E # 륮 HANGUL SYLLABLE RYUJ
U+B96F # 륯 HANGUL SYLLABLE RYUC
U+B970 # 륰 HANGUL SYLLABLE RYUK
U+B971 # 륱 HANGUL SYLLABLE RYUT
U+B972 # 륲 HANGUL SYLLABLE RYUP
U+B973 # 륳 HANGUL SYLLABLE RYUH
U+B974 # 르 HANGUL SYLLABLE REU
U+B975 # 륵 HANGUL SYLLABLE REUG
U+B976 # 륶 HANGUL SYLLABLE REUGG
U+B977 # 륷 HANGUL SYLLABLE REUGS
U+B978 # 른 HANGUL SYLLABLE REUN
U+B979 # 륹 HANGUL SYLLABLE REUNJ
U+B97A # 륺 HANGUL SYLLABLE REUNH
U+B97B # 륻 HANGUL SYLLABLE REUD
U+B97C # 를 HANGUL SYLLABLE REUL
U+B97D # 륽 HANGUL SYLLABLE REULG
U+B97E # 륾 HANGUL SYLLABLE REULM
U+B97F # 륿 HANGUL SYLLABLE REULB
U+B980 # 릀 HANGUL SYLLABLE REULS
U+B981 # 릁 HANGUL SYLLABLE REULT
U+B982 # 릂 HANGUL SYLLABLE REULP
U+B983 # 릃 HANGUL SYLLABLE REULH
U+B984 # 름 HANGUL SYLLABLE REUM
U+B985 # 릅 HANGUL SYLLABLE REUB
U+B986 # 릆 HANGUL SYLLABLE REUBS
U+B987 # 릇 HANGUL SYLLABLE REUS
U+B988 # 릈 HANGUL SYLLABLE REUSS
U+B989 # 릉 HANGUL SYLLABLE REUNG
U+B98A # 릊 HANGUL SYLLABLE REUJ
U+B98B # 릋 HANGUL SYLLABLE REUC
U+B98C # 릌 HANGUL SYLLABLE REUK
U+B98D # 릍 HANGUL SYLLABLE REUT
U+B98E # 릎 HANGUL SYLLABLE REUP
U+B98F # 릏 HANGUL SYLLABLE REUH
U+B990 # 릐 HANGUL SYLLABLE RYI
U+B991 # 릑 HANGUL SYLLABLE RYIG
U+B992 # 릒 HANGUL SYLLABLE RYIGG
U+B993 # 릓 HANGUL SYLLABLE RYIGS
U+B994 # 릔 HANGUL SYLLABLE RYIN
U+B995 # 릕 HANGUL SYLLABLE RYINJ
U+B996 # 릖 HANGUL SYLLABLE RYINH
U+B997 # 릗 HANGUL SYLLABLE RYID
U+B998 # 릘 HANGUL SYLLABLE RYIL
U+B999 # 릙 HANGUL SYLLABLE RYILG
U+B99A # 릚 HANGUL SYLLABLE RYILM
U+B99B # 릛 HANGUL SYLLABLE RYILB
U+B99C # 릜 HANGUL SYLLABLE RYILS
U+B99D # 릝 HANGUL SYLLABLE RYILT
U+B99E # 릞 HANGUL SYLLABLE RYILP
U+B99F # 릟 HANGUL SYLLABLE RYILH
U+B9A0 # 릠 HANGUL SYLLABLE RYIM
U+B9A1 # 릡 HANGUL SYLLABLE RYIB
U+B9A2 # 릢 HANGUL SYLLABLE RYIBS
U+B9A3 # 릣 HANGUL SYLLABLE RYIS
U+B9A4 # 릤 HANGUL SYLLABLE RYISS
U+B9A5 # 릥 HANGUL SYLLABLE RYING
U+B9A6 # 릦 HANGUL SYLLABLE RYIJ
U+B9A7 # 릧 HANGUL SYLLABLE RYIC
U+B9A8 # 릨 HANGUL SYLLABLE RYIK
U+B9A9 # 릩 HANGUL SYLLABLE RYIT
U+B9AA # 릪 HANGUL SYLLABLE RYIP
U+B9AB # 릫 HANGUL SYLLABLE RYIH
U+B9AC # 리 HANGUL SYLLABLE RI
U+B9AD # 릭 HANGUL SYLLABLE RIG
U+B9AE # 릮 HANGUL SYLLABLE RIGG
U+B9AF # 릯 HANGUL SYLLABLE RIGS
U+B9B0 # 린 HANGUL SYLLABLE RIN
U+B9B1 # 릱 HANGUL SYLLABLE RINJ
U+B9B2 # 릲 HANGUL SYLLABLE RINH
U+B9B3 # 릳 HANGUL SYLLABLE RID
U+B9B4 # 릴 HANGUL SYLLABLE RIL
U+B9B5 # 릵 HANGUL SYLLABLE RILG
U+B9B6 # 릶 HANGUL SYLLABLE RILM
U+B9B7 # 릷 HANGUL SYLLABLE RILB
U+B9B8 # 릸 HANGUL SYLLABLE RILS
U+B9B9 # 릹 HANGUL SYLLABLE RILT
U+B9BA # 릺 HANGUL SYLLABLE RILP
U+B9BB # 릻 HANGUL SYLLABLE RILH
U+B9BC # 림 HANGUL SYLLABLE RIM
U+B9BD # 립 HANGUL SYLLABLE RIB
U+B9BE # 릾 HANGUL SYLLABLE RIBS
U+B9BF # 릿 HANGUL SYLLABLE RIS
U+B9C0 # 맀 HANGUL SYLLABLE RISS
U+B9C1 # 링 HANGUL SYLLABLE RING
U+B9C2 # 맂 HANGUL SYLLABLE RIJ
U+B9C3 # 맃 HANGUL SYLLABLE RIC
U+B9C4 # 맄 HANGUL SYLLABLE RIK
U+B9C5 # 맅 HANGUL SYLLABLE RIT
U+B9C6 # 맆 HANGUL SYLLABLE RIP
U+B9C7 # 맇 HANGUL SYLLABLE RIH
U+B9C8 # 마 HANGUL SYLLABLE MA
U+B9C9 # 막 HANGUL SYLLABLE MAG
U+B9CA # 맊 HANGUL SYLLABLE MAGG
U+B9CB # 맋 HANGUL SYLLABLE MAGS
U+B9CC # 만 HANGUL SYLLABLE MAN
U+B9CD # 맍 HANGUL SYLLABLE MANJ
U+B9CE # 많 HANGUL SYLLABLE MANH
U+B9CF # 맏 HANGUL SYLLABLE MAD
U+B9D0 # 말 HANGUL SYLLABLE MAL
U+B9D1 # 맑 HANGUL SYLLABLE MALG
U+B9D2 # 맒 HANGUL SYLLABLE MALM
U+B9D3 # 맓 HANGUL SYLLABLE MALB
U+B9D4 # 맔 HANGUL SYLLABLE MALS
U+B9D5 # 맕 HANGUL SYLLABLE MALT
U+B9D6 # 맖 HANGUL SYLLABLE MALP
U+B9D7 # 맗 HANGUL SYLLABLE MALH
U+B9D8 # 맘 HANGUL SYLLABLE MAM
